prem_id	premise	hypothesis_id	hypothesis	label
prem5	"The movie ""Ballerina"" will arrive at movie theaters the day after tomorrow, in Basque."	prem5_hyp2	"""Ballerina"" cannot be seen in theaters for another month."	2
prem6	The new work of the Santutxu-based band Solte has been released today.	prem6_hyp0	The Solte group from Santutxu has created a new work.	0
prem6	The new work of the Santutxu-based band Solte has been released today.	prem6_hyp1	The album has arrived after being idle for five years.	1
prem6	The new work of the Santutxu-based band Solte has been released today.	prem6_hyp2	The band Solte disappeared three years ago.	2
prem7	Although Txirrita the bertsolari was a person who didn't know how to read, he had an extraordinary intuition for interpreting the information he gathered.	prem7_hyp0	Txirrita never read a single book in his entire life.	0
prem7	Although Txirrita the bertsolari was a person who didn't know how to read, he had an extraordinary intuition for interpreting the information he gathered.	prem7_hyp1	The bertsolari Basarri, on the other hand, greatly enjoyed reading novels.	1
prem7	Although Txirrita the bertsolari was a person who didn't know how to read, he had an extraordinary intuition for interpreting the information he gathered.	prem7_hyp2	While drinking coffee, Txirrita would read the newspaper every morning.	2
prem8	The assignments will be only two pages long, in A4 format (portrait orientation).	prem8_hyp0	A4 format must be used for the assignments.	0
prem8	The assignments will be only two pages long, in A4 format (portrait orientation).	prem8_hyp1	Arial size 12 must be used for writing.	1
prem8	The assignments will be only two pages long, in A4 format (portrait orientation).	prem8_hyp2	Four-page works will also be accepted.	2
prem9	Antton's way of life was truly peculiar and his dwelling place was even more fascinating!	prem9_hyp0	The place where Antton lived was strange.	0
prem9	Antton's way of life was truly peculiar and his dwelling place was even more fascinating!	prem9_hyp1	Antton had two daughters at a very young age.	1
prem9	Antton's way of life was truly peculiar and his dwelling place was even more fascinating!	prem9_hyp2	Antton had a peaceful life, without any great adventures.	2
prem10	The Santurtzi Business Center is located in the El Árbol industrial area of Santurtzi, near the A-8 motorway.	prem10_hyp0	The Santurtzi Business Center is not far from the A-8 motorway.	0
prem10	The Santurtzi Business Center is located in the El Árbol industrial area of Santurtzi, near the A-8 motorway.	prem10_hyp1	There are 27 companies in total in the El Árbol industrial park.	1
prem10	The Santurtzi Business Center is located in the El Árbol industrial area of Santurtzi, near the A-8 motorway.	prem10_hyp2	Despite what its name suggests, Santurtzi Business Center is located in Portugalete.	2
prem11	"""Ballerina"" is one of the largest animation co-productions made in Europe in recent years."	prem11_hyp0	"The animated film ""Ballerina"" was made in Europe."	0
prem11	"""Ballerina"" is one of the largest animation co-productions made in Europe in recent years."	prem11_hyp1	The protagonist of the film is a girl.	1
prem11	"""Ballerina"" is one of the largest animation co-productions made in Europe in recent years."	prem11_hyp2	"Although it was made in the United States, the story of ""Ballerina"" is set in Europe."	2
prem12	It is true, incidentally, that many passages are probably better understood after having read the book.	prem12_hyp0	Some passages are harder to understand without reading the book.	0
prem12	It is true, incidentally, that many passages are probably better understood after having read the book.	prem12_hyp1	They have modified some passages in the book that were scary.	1
prem12	It is true, incidentally, that many passages are probably better understood after having read the book.	prem12_hyp2	Not having read the book has no effect at all.	2
prem13	While Miren was smoking a cigarette by the house window, Lucia approached her and, in front of her husband, began touching Miren.	prem13_hyp0	While Miren was by the house window, Lucia started touching her.	0
prem13	While Miren was smoking a cigarette by the house window, Lucia approached her and, in front of her husband, began touching Miren.	prem13_hyp1	Miren's husband was watching television when Lucia arrived.	1
prem13	While Miren was smoking a cigarette by the house window, Lucia approached her and, in front of her husband, began touching Miren.	prem13_hyp2	When Lucia arrived, she didn't dare approach Miren because her husband was present.	2
prem14	"This autumn, they will begin their third year of the radio program ""Sukalde dema"" (Kitchen Challenge) on Radio Euskadi."	prem14_hyp0	The cooking competition shows have been running on Radio Euskadi for more than a year.	0
prem14	"This autumn, they will begin their third year of the radio program ""Sukalde dema"" (Kitchen Challenge) on Radio Euskadi."	prem14_hyp1	The presenters of the cooking competition show changed after the first year.	1
prem14	"This autumn, they will begin their third year of the radio program ""Sukalde dema"" (Kitchen Challenge) on Radio Euskadi."	prem14_hyp2	"The ""Kitchen Challenge"" program only lasted one year on Radio Euskadi."	2
prem15	Moreover, they don't have the accident report form in either Basque or in bilingual Basque-Spanish.	prem15_hyp0	They don't have accident reports in Basque.	0
prem15	Moreover, they don't have the accident report form in either Basque or in bilingual Basque-Spanish.	prem15_hyp1	He/She had an accident in the red car two weeks ago.	1
prem15	Moreover, they don't have the accident report form in either Basque or in bilingual Basque-Spanish.	prem15_hyp2	They told me they have an accident report that is written entirely in Basque.	2
prem16	In Spain, 60% of married couples get divorced.	prem16_hyp0	More than half of married couples get divorced in Spain.	0
prem16	In Spain, 60% of married couples get divorced.	prem16_hyp1	Fewer and fewer people are getting married in church in the Spanish state.	1
prem16	In Spain, 60% of married couples get divorced.	prem16_hyp2	Less than half get divorced after getting married.	2
prem17	A nation that cannot be imagined cannot exist.	prem17_hyp0	All existing peoples can be imagined.	0
prem17	A nation that cannot be imagined cannot exist.	prem17_hyp1	There are some villages where all the houses are white.	1
prem17	A nation that cannot be imagined cannot exist.	prem17_hyp2	Yesterday we saw a town that is not imagined.	2
prem18	In recent days, we have learned about the prosecutor's requests against 48 people for working in the field of Basque political prisoners, some of them for more than 20 years.	prem18_hyp0	The prosecution has requested sentences for several people.	0
prem18	In recent days, we have learned about the prosecutor's requests against 48 people for working in the field of Basque political prisoners, some of them for more than 20 years.	prem18_hyp1	Most of those who work on the issue of political prisoners are from Gipuzkoa.	1
prem18	In recent days, we have learned about the prosecutor's requests against 48 people for working in the field of Basque political prisoners, some of them for more than 20 years.	prem18_hyp2	The prosecutor's office has approved the work being done by those involved in the matter of political prisoners.	2
prem19	Until now, due to poor Basque language proficiency, local students' overall grade in the university entrance exam was significantly lowered.	prem19_hyp0	The language level had an impact on the overall university entrance exam score.	0
prem19	Until now, due to poor Basque language proficiency, local students' overall grade in the university entrance exam was significantly lowered.	prem19_hyp1	Last year, the university entrance exams had the lowest scores ever recorded.	1
prem19	Until now, due to poor Basque language proficiency, local students' overall grade in the university entrance exam was significantly lowered.	prem19_hyp2	The Basque language level did not matter in the university entrance exam score.	2
prem20	My friend says that despite having traveled all over the world, the day they get sick, they will return to the Basque Country.	prem20_hyp0	My friend is traveling around the world.	0
prem20	My friend says that despite having traveled all over the world, the day they get sick, they will return to the Basque Country.	prem20_hyp1	The friend was not born in the Basque Country.	1
prem20	My friend says that despite having traveled all over the world, the day they get sick, they will return to the Basque Country.	prem20_hyp2	The friend says they intend to travel around the world forever.	2
prem21	Even though more than 40 years have passed, 'Alien, the eighth passenger' doesn't age.	prem21_hyp0	The film 'Alien, the eighth passenger' was made more than four decades ago.	0
prem21	Even though more than 40 years have passed, 'Alien, the eighth passenger' doesn't age.	prem21_hyp1	The film 'Alien, the eighth passenger' did not receive particularly good reviews initially.	1
prem21	Even though more than 40 years have passed, 'Alien, the eighth passenger' doesn't age.	prem21_hyp2	The film 'Alien, the eighth passenger' will be released soon.	2
prem22	Our work can often be very difficult, very hard, and very dark, and we need to turn to humor from time to time.	prem22_hyp0	Our work is often tough more than once.	0
prem22	Our work can often be very difficult, very hard, and very dark, and we need to turn to humor from time to time.	prem22_hyp1	We have a good relationship among colleagues, although we sometimes have some disagreements.	1
prem22	Our work can often be very difficult, very hard, and very dark, and we need to turn to humor from time to time.	prem22_hyp2	We always have to be very serious at work.	2
prem23	It is well known that anyone who approaches a public health system will find some fault and reason to get angry about something.	prem23_hyp0	There are flaws in the public health system.	0
prem23	It is well known that anyone who approaches a public health system will find some fault and reason to get angry about something.	prem23_hyp1	Doctors in the public health system are angry with the measures that have been taken.	1
prem23	It is well known that anyone who approaches a public health system will find some fault and reason to get angry about something.	prem23_hyp2	The public health system here can be said to be perfect.	2
prem24	Therefore, the neighborhood association is not attractive to young people.	prem24_hyp0	Most of the people who come to the neighborhood association are adults.	0
prem24	Therefore, the neighborhood association is not attractive to young people.	prem24_hyp1	The neighborhood association celebrated its twentieth anniversary last year.	1
prem24	Therefore, the neighborhood association is not attractive to young people.	prem24_hyp2	Many young people have been participating in the neighborhood association lately.	2
prem25	The Antton Abbadie Award, created by the Provincial Council, has been a well-deserved recognition.	prem25_hyp0	He/She deserved to receive the Antton Abbadie award.	0
prem25	The Antton Abbadie Award, created by the Provincial Council, has been a well-deserved recognition.	prem25_hyp1	In addition to the Antton Abbadie award, they have received others as well.	1
prem25	The Antton Abbadie Award, created by the Provincial Council, has been a well-deserved recognition.	prem25_hyp2	The Provincial Council was awarded the Antton Abbadie prize.	2
prem26	In this book, their expressions and language details have been collected.	prem26_hyp0	What they expressed has been recorded in the book.	0
prem26	In this book, their expressions and language details have been collected.	prem26_hyp1	The person who wrote the book is famous.	1
prem26	In this book, their expressions and language details have been collected.	prem26_hyp2	There is very little in the book about language/speech.	2
prem27	It will be interesting to compare the future construction with the photographs taken there.	prem27_hyp0	Pictures were taken there.	0
prem27	It will be interesting to compare the future construction with the photographs taken there.	prem27_hyp1	The future construction will be better.	1
prem27	It will be interesting to compare the future construction with the photographs taken there.	prem27_hyp2	It is boring to compare buildings.	2
prem28	The Fronton has 65 seats for people with reduced mobility, and the Trinquet has 16.	prem28_hyp0	The fronton has more seats for people with reduced mobility than the Trinquet.	0
prem28	The Fronton has 65 seats for people with reduced mobility, and the Trinquet has 16.	prem28_hyp1	More people usually go to the Pilotaleku to watch matches than to the Trinket.	1
prem28	The Fronton has 65 seats for people with reduced mobility, and the Trinquet has 16.	prem28_hyp2	The Trinketa has at least as many seats as the Pilotaleku for people with reduced mobility.	2
prem29	I recently took a guided tour of the San Sebastian Aquarium in October.	prem29_hyp0	I was in San Sebastian in October.	0
prem29	I recently took a guided tour of the San Sebastian Aquarium in October.	prem29_hyp1	I have been to the aquarium three times in total.	1
prem29	I recently took a guided tour of the San Sebastian Aquarium in October.	prem29_hyp2	I haven't been to the Aquarium all autumn.	2
prem30	We are in the midst of change and, among other things, we are also working on reviewing language criteria.	prem30_hyp0	Among other things, we are reviewing the language criteria.	0
prem30	We are in the midst of change and, among other things, we are also working on reviewing language criteria.	prem30_hyp1	The main goal of the change is to facilitate the opportunity to learn more languages.	1
prem30	We are in the midst of change and, among other things, we are also working on reviewing language criteria.	prem30_hyp2	It seemed like we were going to make some changes, but in the end we decided to continue the same way.	2
prem31	The most interesting legends that govern our minds were born in darkness.	prem31_hyp0	The most interesting stories in our brain are born in darkness.	0
prem31	The most interesting legends that govern our minds were born in darkness.	prem31_hyp1	We cannot know where all the interesting legends come from.	1
prem31	The most interesting legends that govern our minds were born in darkness.	prem31_hyp2	All our interesting stories in the brain are born in the light.	2
prem32	On the first day, we met with three groups; only one was in Basque.	prem32_hyp0	One-third of the groups encountered on the first day were speaking in Basque.	0
prem32	On the first day, we met with three groups; only one was in Basque.	prem32_hyp1	The groups on the first day were very heterogeneous, with people of different ages and cultures.	1
prem32	On the first day, we met with three groups; only one was in Basque.	prem32_hyp2	Most of the groups encountered on the first day were speaking in Basque.	2
prem33	Many children are attending Spanish language courses in San Sebastian.	prem33_hyp0	In San Sebastian, parents take many children to Spanish language courses.	0
prem33	Many children are attending Spanish language courses in San Sebastian.	prem33_hyp1	Children's courses in San Sebastian are in the afternoons.	1
prem33	Many children are attending Spanish language courses in San Sebastian.	prem33_hyp2	Spanish language courses in San Sebastian are empty.	2
prem34	To recover your travel ticket, you need to access your file in the electronic office.	prem34_hyp0	You can retrieve your travel ticket by accessing your file in the electronic portal.	0
prem34	To recover your travel ticket, you need to access your file in the electronic office.	prem34_hyp1	Access your file in the electronic office and you will retrieve your travel ticket within a week.	1
prem34	To recover your travel ticket, you need to access your file in the electronic office.	prem34_hyp2	It is sufficient to call by phone to recover the travel ticket.	2
prem35	Taking the course has helped them gain skill with balance and jumps.	prem35_hyp0	Thanks to the course, they improved their balance and gained skill with jumps.	0
prem35	Taking the course has helped them gain skill with balance and jumps.	prem35_hyp1	Thanks to the course, they have greatly improved their flexibility.	1
prem35	Taking the course has helped them gain skill with balance and jumps.	prem35_hyp2	Taking the course hasn't been of any use to him/her.	2
prem36	Both approaching 60 years old, we have begun to notice things that were invisible to us until now, health issues, and friends who are dying more and more frequently.	prem36_hyp0	Between the two of us, we are less than 61 years old.	0
prem36	Both approaching 60 years old, we have begun to notice things that were invisible to us until now, health issues, and friends who are dying more and more frequently.	prem36_hyp1	At the threshold of 60 years, it's better not to dwell on the past.	1
prem36	Both approaching 60 years old, we have begun to notice things that were invisible to us until now, health issues, and friends who are dying more and more frequently.	prem36_hyp2	Growing older has not changed our perspective on health and death.	2
prem37	Immediately after the draw, the offered positions are allocated.	prem37_hyp0	Places are assigned by lottery.	0
prem37	Immediately after the draw, the offered positions are allocated.	prem37_hyp1	The allocation of places is done through a computerized lottery.	1
prem37	Immediately after the draw, the offered positions are allocated.	prem37_hyp2	The spots are awarded two weeks after the draw is held.	2
prem38	Saturday's event was smooth and beautiful.	prem38_hyp0	Saturday's event was pleasant.	0
prem38	Saturday's event was smooth and beautiful.	prem38_hyp1	I watched Saturday's event from home.	1
prem38	Saturday's event was smooth and beautiful.	prem38_hyp2	Saturday's event wasn't to my liking, it lacked intensity.	2
prem39	Romantic love is a device to ensure the survival of the patriarchal system.	prem39_hyp0	Romantic love is used to keep the patriarchal system alive.	0
prem39	Romantic love is a device to ensure the survival of the patriarchal system.	prem39_hyp1	There are several devices that allow the patriarchal system to survive.	1
prem39	Romantic love is a device to ensure the survival of the patriarchal system.	prem39_hyp2	The patriarchal system is a device for ensuring the survival of romantic love.	2
prem40	He/She was 46 years old and was taken from our side by sudden death.	prem40_hyp0	He/She died suddenly at 46 years old.	0
prem40	He/She was 46 years old and was taken from our side by sudden death.	prem40_hyp1	He/She had a happy life.	1
prem40	He/She was 46 years old and was taken from our side by sudden death.	prem40_hyp2	A long illness killed him/her.	2
prem41	Last year, the Zinema Euskaraz program dubbed 15 films into Basque, and 2017 has also gotten off to a good start.	prem41_hyp0	The Cinema in Basque program dubs films into Basque.	0
prem41	Last year, the Zinema Euskaraz program dubbed 15 films into Basque, and 2017 has also gotten off to a good start.	prem41_hyp1	All the dubbing done by the Cinema in Basque program has been from Spanish to Basque.	1
prem41	Last year, the Zinema Euskaraz program dubbed 15 films into Basque, and 2017 has also gotten off to a good start.	prem41_hyp2	It seems that the Cinema in Basque program will dub very few films in 2017 as well.	2
prem42	Last week, the Bilbao Occupation Office turned four years old.	prem42_hyp0	The Bilbao Occupation Office celebrated its fourth anniversary.	0
prem42	Last week, the Bilbao Occupation Office turned four years old.	prem42_hyp1	The Bilbao Employment Office will hire new workers next month.	1
prem42	Last week, the Bilbao Occupation Office turned four years old.	prem42_hyp2	Two years have passed since the Bilbao Occupation Office closed.	2
prem43	The cultural offerings in Getaria have quadrupled since I lived there.	prem43_hyp0	There is an increasing cultural offering in Getaria.	0
prem43	The cultural offerings in Getaria have quadrupled since I lived there.	prem43_hyp1	A quarter of Getaria's cultural offerings is theater.	1
prem43	The cultural offerings in Getaria have quadrupled since I lived there.	prem43_hyp2	Before, when I didn't live there, there was a greater cultural offering in Getaria.	2
prem44	In addition to submitting on paper, they will also be submitted in digital format, if possible.	prem44_hyp0	They will be presented in paper and digital format.	0
prem44	In addition to submitting on paper, they will also be submitted in digital format, if possible.	prem44_hyp1	They will be presented on paper next week.	1
prem44	In addition to submitting on paper, they will also be submitted in digital format, if possible.	prem44_hyp2	They will be presented in digital format only.	2
prem45	Although they were a prolific and leading designer and book illustrator, their contribution to comics has been no less significant.	prem45_hyp0	He/She has also made a great contribution to comic creation.	0
prem45	Although they were a prolific and leading designer and book illustrator, their contribution to comics has been no less significant.	prem45_hyp1	The recently published comic collection has been a great success among minors.	1
prem45	Although they were a prolific and leading designer and book illustrator, their contribution to comics has been no less significant.	prem45_hyp2	He/She is a comic artist and sometimes creates illustrations.	2
prem46	The Artxanda Funicular, S.A. is a commercial company wholly owned by the Bilbao City Council.	prem46_hyp0	The Bilbao City Council owns the Artxanda Funicular.	0
prem46	The Artxanda Funicular, S.A. is a commercial company wholly owned by the Bilbao City Council.	prem46_hyp1	The operating budget of Bilbao City Council includes those derived from all activities carried out by the commercial company.	1
prem46	The Artxanda Funicular, S.A. is a commercial company wholly owned by the Bilbao City Council.	prem46_hyp2	The Bilbao City Council has a stake in the Artxanda Funicular.	2
prem47	There were many whales along the Gipuzkoan coast at one time, but historian Xabier Alberdi mentions 4 well-known whales in an interview conducted on Radio Euskadi.	prem47_hyp0	Xabier Alberdi is a historian and knows well the whales of the surrounding seas.	0
prem47	There were many whales along the Gipuzkoan coast at one time, but historian Xabier Alberdi mentions 4 well-known whales in an interview conducted on Radio Euskadi.	prem47_hyp1	Xabier Alberdi has mentioned that the whales that lived along the Gipuzkoan coast also lived along other coasts.	1
prem47	There were many whales along the Gipuzkoan coast at one time, but historian Xabier Alberdi mentions 4 well-known whales in an interview conducted on Radio Euskadi.	prem47_hyp2	In an interview with Euskadi Irratia, Xabier Alberdi mentions that whales have never been present along the Gipuzkoan coast.	2
prem48	We have been to Mount Ulia after a long time.	prem48_hyp0	It wasn't long ago that we went to Mount Ulia.	0
prem48	We have been to Mount Ulia after a long time.	prem48_hyp1	Mount Ulia seemed very beautiful to us.	1
prem48	We have been to Mount Ulia after a long time.	prem48_hyp2	It's been years since we've been to the mountains.	2
prem49	The main building for service companies has 19 modules.	prem49_hyp0	The main building for service companies consists of 19 modules.	0
prem49	The main building for service companies has 19 modules.	prem49_hyp1	The main building for service companies has 19 modules and three floors.	1
prem49	The main building for service companies has 19 modules.	prem49_hyp2	The main building for service companies may have modules, but it is not mandatory.	2
prem50	The European Union is implementing a regulation called Uspace to create authorized airspace for automated drones.	prem50_hyp0	The Uspace ordinance will create authorized airspace zones for automated drones.	0
prem50	The European Union is implementing a regulation called Uspace to create authorized airspace for automated drones.	prem50_hyp1	The Uspace ordinance will come into effect in 2030.	1
prem50	The European Union is implementing a regulation called Uspace to create authorized airspace for automated drones.	prem50_hyp2	An ordinance that will ban automated aerial drones in the European Union will soon come into effect.	2
prem51	The landing in Dublin was very uncomfortable, the plane moved a lot from side to side.	prem51_hyp0	The landing in Dublin was very uncomfortable, the plane moved a lot from side to side.	0
prem51	The landing in Dublin was very uncomfortable, the plane moved a lot from side to side.	prem51_hyp1	When the plane landed in Dublin, passengers started screaming in fear.	1
prem51	The landing in Dublin was very uncomfortable, the plane moved a lot from side to side.	prem51_hyp2	Landings in Dublin are always very calm, without turbulence.	2
prem52	It is known that Joxan Goikoetxea had a close relationship with Xabier Lete, especially during the final years of his life.	prem52_hyp0	Xabier Lete and Joxan Goikoetxea had a close relationship.	0
prem52	It is known that Joxan Goikoetxea had a close relationship with Xabier Lete, especially during the final years of his life.	prem52_hyp1	Xabier Lete and Joxan Goikoetxea are the same age.	1
prem52	It is known that Joxan Goikoetxea had a close relationship with Xabier Lete, especially during the final years of his life.	prem52_hyp2	Xabier Lete and Joxan Goikoetxea had their closest relationship during their youth.	2
prem53	"The Arriaga Theater in Bilbao has presented the play ""Hard Times,"" based on one of the great classics by Norwegian playwright Henrik Ibsen."	prem53_hyp0	"The play ""Hard Times"" is based on one of the great classics by Norwegian playwright Henrik Ibsen."	0
prem53	"The Arriaga Theater in Bilbao has presented the play ""Hard Times,"" based on one of the great classics by Norwegian playwright Henrik Ibsen."	prem53_hyp1	"The play ""Hard Times"" presented by the Arriaga Theater in Bilbao is spectacular."	1
prem53	"The Arriaga Theater in Bilbao has presented the play ""Hard Times,"" based on one of the great classics by Norwegian playwright Henrik Ibsen."	prem53_hyp2	"The play ""Hard Times"" that will be presented at the Arriaga Theater in Bilbao is based on one of the great classics by Norwegian playwright Henrik Ibsen."	2
prem54	On Saturday, October 31st, we received an invitation to go watch a film at the Horror Film Festival.	prem54_hyp0	We were invited to watch a movie at the Horror Film Festival.	0
prem54	On Saturday, October 31st, we received an invitation to go watch a film at the Horror Film Festival.	prem54_hyp1	On Saturday we watched two movies at the Horror Film Festival.	1
prem54	On Saturday, October 31st, we received an invitation to go watch a film at the Horror Film Festival.	prem54_hyp2	We invited them to watch a movie at the Horror Film Festival.	2
prem55	"Adarretatik is a newly created festival in Zarautz, which aims to carve out its own space among summer music festivals and seeks to ""bring fringe music to the center stage."""	prem55_hyp0	A new summer music festival showcasing alternative music has been created in Zarautz: Adarretatik.	0
prem55	"Adarretatik is a newly created festival in Zarautz, which aims to carve out its own space among summer music festivals and seeks to ""bring fringe music to the center stage."""	prem55_hyp1	The Adarretatik festival drew crowds to the streets of Zarautz.	1
prem55	"Adarretatik is a newly created festival in Zarautz, which aims to carve out its own space among summer music festivals and seeks to ""bring fringe music to the center stage."""	prem55_hyp2	"The Adarretatik summer music festival in Zarautz has been working for years to bring ""marginal music to the center stage."""	2
prem56	European organizations have strongly condemned the case against Goioaga.	prem56_hyp0	European associations disagree with the case against Goioaga.	0
prem56	European organizations have strongly condemned the case against Goioaga.	prem56_hyp1	The case against Goioaga has received numerous complaints.	1
prem56	European organizations have strongly condemned the case against Goioaga.	prem56_hyp2	The European association has strongly condemned the cases against Goioaga.	2
prem57	"The band Solte has prepared an innovative music video for the song ""Eraldatutako mundua"" from their latest album 'IXA' (Taupaka Association, 2016)."	prem57_hyp0	The latest album by Solte is 'IXA'.	0
prem57	"The band Solte has prepared an innovative music video for the song ""Eraldatutako mundua"" from their latest album 'IXA' (Taupaka Association, 2016)."	prem57_hyp1	The Solte music band uses lively rhythms, as demonstrated in their song 'Transformed World'.	1
prem57	"The band Solte has prepared an innovative music video for the song ""Eraldatutako mundua"" from their latest album 'IXA' (Taupaka Association, 2016)."	prem57_hyp2	'IXA' is Solte music group's first album.	2
prem58	Many workers don't know what is right and what is wrong, they don't know how to act.	prem58_hyp0	Distinguishing between good and evil is not easy for many workers.	0
prem58	Many workers don't know what is right and what is wrong, they don't know how to act.	prem58_hyp1	Not knowing how to act greatly affects the workers.	1
prem58	Many workers don't know what is right and what is wrong, they don't know how to act.	prem58_hyp2	The workers have no doubts, they always know how to act.	2
prem59	We discovered a recommendable place last weekend. It's a small complex of houses created in a family atmosphere with a South American touch.	prem59_hyp0	Last weekend we were at a small housing complex that has a South American touch.	0
prem59	We discovered a recommendable place last weekend. It's a small complex of houses created in a family atmosphere with a South American touch.	prem59_hyp1	The small housing complex I discovered last weekend was recommended by my aunt, it was created in a family environment and has a South American touch.	1
prem59	We discovered a recommendable place last weekend. It's a small complex of houses created in a family atmosphere with a South American touch.	prem59_hyp2	The small group of houses we saw last weekend is not recommendable.	2
prem60	The winners will receive various computer and drawing materials, and the winning comic will be published in Mahatseri's BERTON magazine.	prem60_hyp0	The winners will receive computer and drawing materials.	0
prem60	The winners will receive various computer and drawing materials, and the winning comic will be published in Mahatseri's BERTON magazine.	prem60_hyp1	Each participant may submit only one comic.	1
prem60	The winners will receive various computer and drawing materials, and the winning comic will be published in Mahatseri's BERTON magazine.	prem60_hyp2	The award-winning comics will be published in Mahatseri's BERTON magazine.	2
prem61	The band Zea Mays will release their eighth work, titled 'Harro', on November 3rd.	prem61_hyp0	The band Zea Mays will release a new album.	0
prem61	The band Zea Mays will release their eighth work, titled 'Harro', on November 3rd.	prem61_hyp1	The band Zea Mays consists of five members.	1
prem61	The band Zea Mays will release their eighth work, titled 'Harro', on November 3rd.	prem61_hyp2	The band Zea Mays has not released a single album.	2
prem62	The same fishing crew won the first flag of La Concha for Orio.	prem62_hyp0	Orio won the first flag at La Concha.	0
prem62	The same fishing crew won the first flag of La Concha for Orio.	prem62_hyp1	The Orio crew typically dresses in yellow.	1
prem62	The same fishing crew won the first flag of La Concha for Orio.	prem62_hyp2	Hondarribia won the first flag of La Concha.	2
prem63	I have just been in Rome with my children.	prem63_hyp0	I was in Italy recently.	0
prem63	I have just been in Rome with my children.	prem63_hyp1	My children love me very much.	1
prem63	I have just been in Rome with my children.	prem63_hyp2	I have never been to Italy.	2
prem64	"The theatrical work ""Gabon, Txirrita"" written and directed by Xabier Lete was staged in 1982."	prem64_hyp0	Gabon Txirrita is the name of a theater play.	0
prem64	"The theatrical work ""Gabon, Txirrita"" written and directed by Xabier Lete was staged in 1982."	prem64_hyp1	Xabier Lete was an excellent singer.	1
prem64	"The theatrical work ""Gabon, Txirrita"" written and directed by Xabier Lete was staged in 1982."	prem64_hyp2	Xabier Lete did not write any theatrical works.	2
prem65	"Recently, they screened ""ORM in the Snow Kingdom,"" and soon they will premiere ""The Lego Batman Movie."""	prem65_hyp0	Animated films are usually dubbed into Basque.	0
prem65	"Recently, they screened ""ORM in the Snow Kingdom,"" and soon they will premiere ""The Lego Batman Movie."""	prem65_hyp1	Fewer and fewer people are going to watch movies.	1
prem65	"Recently, they screened ""ORM in the Snow Kingdom,"" and soon they will premiere ""The Lego Batman Movie."""	prem65_hyp2	ORM will be the last film to be screened in the Kingdom of Snow.	2
prem66	Amazon offers artificial intelligence for schools and cloud services and Alexa Echo Dot and Alexa Echo Plus.	prem66_hyp0	Amazon has many products related to artificial intelligence.	0
prem66	Amazon offers artificial intelligence for schools and cloud services and Alexa Echo Dot and Alexa Echo Plus.	prem66_hyp1	Amazon's products tend to be cheap.	1
prem66	Amazon offers artificial intelligence for schools and cloud services and Alexa Echo Dot and Alexa Echo Plus.	prem66_hyp2	There are no artificial intelligence products directed at schools.	2
prem67	For a first approach to Basque, the Basque learning method published by the University of Deusto in its time is interesting.	prem67_hyp0	The University of Deusto has developed a method for learning Basque.	0
prem67	For a first approach to Basque, the Basque learning method published by the University of Deusto in its time is interesting.	prem67_hyp1	The University of Deusto has several schools and faculties.	1
prem67	For a first approach to Basque, the Basque learning method published by the University of Deusto in its time is interesting.	prem67_hyp2	The University of Deusto has developed material only for learning Spanish.	2
prem68	If you would like to know what your Basque language level is, the network also provides that option.	prem68_hyp0	There is an opportunity to measure one's own level of Basque.	0
prem68	If you would like to know what your Basque language level is, the network also provides that option.	prem68_hyp1	The usage level of the Basque language has been decreasing lately.	1
