ann_id	change_type	herrialdea	prem_id	premise	hypothesis_id	hypothesis	label
6	berridazketa	Ecuador	prem19	Until now, due to the low level of Basque language proficiency, the general qualifying score for selection left out many local students.	prem19_hyp1	Last year, the lowest scores in history were recorded in the university entrance exams.	1
6	berridazketa	Ecuador	prem19	Until now, due to the low level of Basque language proficiency, the general qualifying score for selection left out many local students.	prem19_hyp2	The Basque language level did not have importance in the university entrance exam score.	2
6	berridazketa	Ecuador	prem20	My friend says that, although he has traveled almost all over the world, the day he gets sick he will immediately return to the Basque Country.	prem20_hyp0	The friend walks around the world.	0
6	berridazketa	Ecuador	prem20	My friend says that, although he has traveled almost all over the world, the day he gets sick he will immediately return to the Basque Country.	prem20_hyp1	The friend was not born in the Basque Country.	1
6	berridazketa	Ecuador	prem20	My friend says that, although he has traveled almost all over the world, the day he gets sick he will immediately return to the Basque Country.	prem20_hyp2	The friend says that he intends to travel the world forever.	2
6	berridazketa	Ecuador	prem21	After 40 years, the movie 'Alien, the eighth passenger' remains timeless.	prem21_hyp0	The movie 'Alien, the eighth passenger' was made more than four decades ago.	0
6	berridazketa	Ecuador	prem21	After 40 years, the movie 'Alien, the eighth passenger' remains timeless.	prem21_hyp1	The movie 'Alien' did not receive particularly good reviews initially.	1
6	berridazketa	Ecuador	prem21	After 40 years, the movie 'Alien, the eighth passenger' remains timeless.	prem21_hyp2	The movie 'Alien, the eighth passenger' will be released soon.	2
6	berridazketa	Ecuador	prem22	Our work can often be very difficult, very hard and very tiring, and we need to resort to humor from time to time.	prem22_hyp0	Our work tends to be hard more than once.	0
6	berridazketa	Ecuador	prem22	Our work can often be very difficult, very hard and very tiring, and we need to resort to humor from time to time.	prem22_hyp1	We have a good relationship among coworkers, although sometimes we also have some disagreements.	1
6	berridazketa	Ecuador	prem22	Our work can often be very difficult, very hard and very tiring, and we need to resort to humor from time to time.	prem22_hyp2	We always have to be very serious at work.	2
6	berridazketa	Ecuador	prem23	It's true that anyone who visits a public hospital will find some flaw and reasons to be angry.	prem23_hyp0	There are errors in the public health system.	0
6	berridazketa	Ecuador	prem23	It's true that anyone who visits a public hospital will find some flaw and reasons to be angry.	prem23_hyp1	The public health system doctors are angry with the adopted measures.	1
6	berridazketa	Ecuador	prem23	It's true that anyone who visits a public hospital will find some flaw and reasons to be angry.	prem23_hyp2	It can be said that the public health system here is perfect.	2
6	berridazketa	Ecuador	prem24	Therefore, the neighborhood board is not attractive to young people.	prem24_hyp0	Most of the people who come to the neighborhood association are adults.	0
6	berridazketa	Ecuador	prem24	Therefore, the neighborhood board is not attractive to young people.	prem24_hyp1	The neighborhood association turned twenty years old last year.	1
6	berridazketa	Ecuador	prem24	Therefore, the neighborhood board is not attractive to young people.	prem24_hyp2	Lately there are many young people participating in the neighborhood association.	2
6	berridazketa	Ecuador	prem25	The award created by the municipality, the Antton Abbadie prize, has been a well-deserved recognition.	prem25_hyp0	He/She deserved to receive the Antton Abbadie award.	0
6	berridazketa	Ecuador	prem25	The award created by the municipality, the Antton Abbadie prize, has been a well-deserved recognition.	prem25_hyp1	In addition to the Antton Abbadie prize, they have received others as well.	1
6	berridazketa	Ecuador	prem25	The award created by the municipality, the Antton Abbadie prize, has been a well-deserved recognition.	prem25_hyp2	The Antton Abbadie award was granted to the Provincial Council.	2
6	berridazketa	Ecuador	prem26	This book collects his statements and the details of his way of speaking.	prem26_hyp0	What they indicated has been recorded in the book.	0
6	berridazketa	Ecuador	prem26	This book collects his statements and the details of his way of speaking.	prem26_hyp1	The person who wrote the book is famous.	1
6	berridazketa	Ecuador	prem26	This book collects his statements and the details of his way of speaking.	prem26_hyp2	There is very little in the book about language.	2
6	berridazketa	Ecuador	prem27	It will be interesting to compare the new buildings with the photographs taken there.	prem27_hyp0	The photos were taken there.	0
6	berridazketa	Ecuador	prem27	It will be interesting to compare the new buildings with the photographs taken there.	prem27_hyp1	The construction of the future will be better.	1
6	berridazketa	Ecuador	prem27	It will be interesting to compare the new buildings with the photographs taken there.	prem27_hyp2	It is boring to be comparing constructions.	2
6	berridazketa	Ecuador	prem28	The fronton has 65 seats for people with motor disabilities, and the Trinquet has 16.	prem28_hyp0	The fronton has more seats for people with reduced mobility than the Trinquete.	0
6	berridazketa	Ecuador	prem28	The fronton has 65 seats for people with motor disabilities, and the Trinquet has 16.	prem28_hyp1	More people usually go to the Fronton to watch matches than to the Trinquet.	1
6	berridazketa	Ecuador	prem28	The fronton has 65 seats for people with motor disabilities, and the Trinquet has 16.	prem28_hyp2	The Trinquet has at least as many seats as the Fronton for people with reduced mobility.	2
6	berridazketa	Ecuador	prem29	I took a guided tour of the San Sebastian Aquarium in October.	prem29_hyp0	I was in San Sebastian in October.	0
6	berridazketa	Ecuador	prem29	I took a guided tour of the San Sebastian Aquarium in October.	prem29_hyp1	I have been to the aquarium three times in total.	1
6	berridazketa	Ecuador	prem29	I took a guided tour of the San Sebastian Aquarium in October.	prem29_hyp2	I haven't been to the Aquarium all fall.	2
6	berridazketa	Ecuador	prem30	However, we are immersed in a process of change and, among other things, we are also working on revising the linguistic criteria.	prem30_hyp0	Among other things, we are reviewing the linguistic criteria.	0
6	berridazketa	Ecuador	prem30	However, we are immersed in a process of change and, among other things, we are also working on revising the linguistic criteria.	prem30_hyp1	The main objective of the change is to facilitate the opportunity to learn more languages.	1
6	berridazketa	Ecuador	prem30	However, we are immersed in a process of change and, among other things, we are also working on revising the linguistic criteria.	prem30_hyp2	It seemed like we were planning to make some changes, but in the end we decided to keep things the same.	2
6	berridazketa	Ecuador	prem31	The most interesting legends that govern our minds were born in darkness.	prem31_hyp0	The most interesting stories of our brain are born in darkness.	0
6	berridazketa	Ecuador	prem31	The most interesting legends that govern our minds were born in darkness.	prem31_hyp1	We cannot know where all the interesting legends come from.	1
6	berridazketa	Ecuador	prem31	The most interesting legends that govern our minds were born in darkness.	prem31_hyp2	All interesting stories of our brain are born in the light.	2
6	berridazketa	Ecuador	prem32	On the first day we encountered three groups; only one was in Basque.	prem32_hyp0	One third of the groups that met on the first day were in Euskera.	0
6	berridazketa	Ecuador	prem32	On the first day we encountered three groups; only one was in Basque.	prem32_hyp1	The groups on the first day were very diverse, with people of different ages and cultures.	1
6	berridazketa	Ecuador	prem32	On the first day we encountered three groups; only one was in Basque.	prem32_hyp2	Most of the groups found on the first day were in Euskera.	2
6	berridazketa	Ecuador	prem33	Many children attend Spanish classes in San Sebastian.	prem33_hyp0	In San Sebastián, many parents take their children to Spanish language courses.	0
6	berridazketa	Ecuador	prem33	Many children attend Spanish classes in San Sebastian.	prem33_hyp1	Children's courses in San Sebastian are in the afternoons.	1
6	berridazketa	Ecuador	prem33	Many children attend Spanish classes in San Sebastian.	prem33_hyp2	The Spanish language courses in San Sebastian are empty.	2
6	berridazketa	Ecuador	prem34	To recover the ticket, you must access your profile on the website.	prem34_hyp0	You can retrieve your travel ticket by accessing your file in the electronic portal.	0
6	berridazketa	Ecuador	prem34	To recover the ticket, you must access your profile on the website.	prem34_hyp1	Access your file in the electronic portal and you will receive your travel ticket within one week.	1
6	berridazketa	Ecuador	prem34	To recover the ticket, you must access your profile on the website.	prem34_hyp2	It is sufficient to call by phone to recover the travel ticket.	2
6	berridazketa	Ecuador	prem35	The course has helped them gain skill with balance and jumping.	prem35_hyp0	Thanks to the course, their balance has improved and they have gained skill with jumps.	0
6	berridazketa	Ecuador	prem35	The course has helped them gain skill with balance and jumping.	prem35_hyp1	Thanks to the course, their/his/her flexibility has improved a lot.	1
6	berridazketa	Ecuador	prem35	The course has helped them gain skill with balance and jumping.	prem35_hyp2	Taking the course hasn't helped them/him/her at all.	2
6	berridazketa	Ecuador	prem36	Both approaching 60 years old, we have begun to notice things that until now were indifferent to us, like health, and friends who are dying more and more frequently.	prem36_hyp0	Between the two of us, we are less than 61 years old.	0
6	berridazketa	Ecuador	prem36	Both approaching 60 years old, we have begun to notice things that until now were indifferent to us, like health, and friends who are dying more and more frequently.	prem36_hyp1	At the threshold of 60 years old, it's better not to dwell on the past.	1
6	berridazketa	Ecuador	prem36	Both approaching 60 years old, we have begun to notice things that until now were indifferent to us, like health, and friends who are dying more and more frequently.	prem36_hyp2	Aging has not changed our perspective on health and death.	2
6	berridazketa	Ecuador	prem37	Immediately after the draw, the positions are assigned.	prem37_hyp0	Places are assigned by lottery.	0
6	berridazketa	Ecuador	prem37	Immediately after the draw, the positions are assigned.	prem37_hyp1	The draw for the allocation of places is conducted electronically.	1
6	berridazketa	Ecuador	prem37	Immediately after the draw, the positions are assigned.	prem37_hyp2	The spots are assigned two weeks after the draw.	2
6	berridazketa	Ecuador	prem38	Saturday's event was pleasant.	prem38_hyp0	Saturday's event was pleasant.	0
6	berridazketa	Ecuador	prem38	Saturday's event was pleasant.	prem38_hyp1	I watched Saturday's event from home.	1
6	berridazketa	Ecuador	prem38	Saturday's event was pleasant.	prem38_hyp2	I didn't like Saturday's event, it lacked impact.	2
6	berridazketa	Ecuador	prem39	Romantic love is a way to ensure the survival of patriarchy.	prem39_hyp0	Romantic love is used to ensure the survival of the patriarchal system.	0
6	berridazketa	Ecuador	prem39	Romantic love is a way to ensure the survival of patriarchy.	prem39_hyp1	There are several devices for the patriarchal system to survive.	1
6	berridazketa	Ecuador	prem39	Romantic love is a way to ensure the survival of patriarchy.	prem39_hyp2	The patriarchal system is a device to ensure the survival of romantic love.	2
6	berridazketa	Ecuador	prem40	He was 46 years old and a sudden death took him to the creator.	prem40_hyp0	He/She died suddenly at the age of 46.	0
6	berridazketa	Ecuador	prem40	He was 46 years old and a sudden death took him to the creator.	prem40_hyp1	He/She had a happy life.	1
6	berridazketa	Ecuador	prem40	He was 46 years old and a sudden death took him to the creator.	prem40_hyp2	He/She died of a long illness.	2
6	berridazketa	Ecuador	prem41	The Zinema Euskaraz program translated 15 films into Basque last year, and 2017 has also started at a good pace.	prem41_hyp0	The Cinema in Euskera program dubs films into Basque.	0
6	berridazketa	Ecuador	prem41	The Zinema Euskaraz program translated 15 films into Basque last year, and 2017 has also started at a good pace.	prem41_hyp1	All the dubbing done by the Cinema in Euskera program has been from Spanish to Basque.	1
6	berridazketa	Ecuador	prem41	The Zinema Euskaraz program translated 15 films into Basque last year, and 2017 has also started at a good pace.	prem41_hyp2	It seems that the Cinema in Euskera program will also dub very few films in 2017.	2
6	berridazketa	Ecuador	prem42	Last week, Bilbao's free medical clinics celebrated their fourth anniversary.	prem42_hyp0	The Bilbao Employment Office celebrated its fourth anniversary.	0
6	berridazketa	Ecuador	prem42	Last week, Bilbao's free medical clinics celebrated their fourth anniversary.	prem42_hyp1	The Bilbao Employment Office will hire new workers next month.	1
6	berridazketa	Ecuador	prem42	Last week, Bilbao's free medical clinics celebrated their fourth anniversary.	prem42_hyp2	It has been two years since the Bilbao Employment Office closed.	2
6	berridazketa	Ecuador	prem43	The cultural offerings in Getaria have multiplied since I lived there.	prem43_hyp0	There is an increasing cultural offering in Getaria.	0
6	berridazketa	Ecuador	prem43	The cultural offerings in Getaria have multiplied since I lived there.	prem43_hyp1	One quarter of Getaria's cultural offerings is theater.	1
6	berridazketa	Ecuador	prem43	The cultural offerings in Getaria have multiplied since I lived there.	prem43_hyp2	Before in Getaria, when I didn't live there, there was a better cultural offering.	2
6	berridazketa	Ecuador	prem44	In addition to submitting it by hand, they will also be submitted in digital format, whenever possible.	prem44_hyp0	They will be submitted in paper and digital format.	0
6	berridazketa	Ecuador	prem44	In addition to submitting it by hand, they will also be submitted in digital format, whenever possible.	prem44_hyp1	They will be presented on paper next week.	1
6	berridazketa	Ecuador	prem44	In addition to submitting it by hand, they will also be submitted in digital format, whenever possible.	prem44_hyp2	They will be presented only in digital format.	2
6	berridazketa	Ecuador	prem45	Despite being a gifted book designer and illustrator, his contribution to the world of comics has not been minor.	prem45_hyp0	He/She has also made a great contribution to the world of comics.	0
6	berridazketa	Ecuador	prem45	Despite being a gifted book designer and illustrator, his contribution to the world of comics has not been minor.	prem45_hyp1	The comic book collection that has just been published has been a great success among young people.	1
6	berridazketa	Ecuador	prem45	Despite being a gifted book designer and illustrator, his contribution to the world of comics has not been minor.	prem45_hyp2	He/She is a comic artist and sometimes does illustrations.	2
6	berridazketa	Ecuador	prem46	The Artxanda Funicular, S.A. is a company that belongs entirely to the Bilbao City Council.	prem46_hyp0	The Bilbao City Council is the owner of the Artxanda Funicular.	0
6	berridazketa	Ecuador	prem46	The Artxanda Funicular, S.A. is a company that belongs entirely to the Bilbao City Council.	prem46_hyp1	The operating budget of the Bilbao City Council includes the derivatives of all activities carried out by the commercial company.	1
6	berridazketa	Ecuador	prem46	The Artxanda Funicular, S.A. is a company that belongs entirely to the Bilbao City Council.	prem46_hyp2	The Bilbao City Council has some ownership in the Artxanda Funicular.	2
6	berridazketa	Ecuador	prem47	There were many whales on the coast of Gipuzkoa at one time, but historian Xabier Alberdi mentions 4 known whales in an interview conducted on Radio Euskadi.	prem47_hyp0	Xabier Alberdi is a historian and knows well the whales of the region's seas.	0
6	berridazketa	Ecuador	prem47	There were many whales on the coast of Gipuzkoa at one time, but historian Xabier Alberdi mentions 4 known whales in an interview conducted on Radio Euskadi.	prem47_hyp1	Xabier Alberdi has mentioned that the whales that lived on the coast of Gipuzkoa also lived on other coasts.	1
6	berridazketa	Ecuador	prem47	There were many whales on the coast of Gipuzkoa at one time, but historian Xabier Alberdi mentions 4 known whales in an interview conducted on Radio Euskadi.	prem47_hyp2	Xabier Alberdi, in an interview on Radio Euskadi, mentions that there have never been whales on the coast of Gipuzkoa.	2
6	berridazketa	Ecuador	prem48	We returned to Mount Ulia after a long time.	prem48_hyp0	It hasn't been long since we went to Mount Ulia.	0
6	berridazketa	Ecuador	prem48	We returned to Mount Ulia after a long time.	prem48_hyp1	Mount Ulia seemed very beautiful to us.	1
6	berridazketa	Ecuador	prem48	We returned to Mount Ulia after a long time.	prem48_hyp2	It's been years since we've been to the mountain.	2
6	berridazketa	Ecuador	prem49	The main building for companies that provide services has 19 modules.	prem49_hyp0	The main building for service companies consists of 19 modules.	0
6	berridazketa	Ecuador	prem49	The main building for companies that provide services has 19 modules.	prem49_hyp1	The main building for service companies has 19 modules and three floors.	1
6	berridazketa	Ecuador	prem49	The main building for companies that provide services has 19 modules.	prem49_hyp2	The main building for service companies can have modules, but it is not mandatory.	2
6	berridazketa	Ecuador	prem50	The European Union is implementing a regulation called Uspace to create authorized airspaces for drones.	prem50_hyp0	The U-space ordinances will create authorized airspace zones for automated drones.	0
6	berridazketa	Ecuador	prem50	The European Union is implementing a regulation called Uspace to create authorized airspaces for drones.	prem50_hyp1	The Uspace ordinance will come into effect in 2030.	1
6	berridazketa	Ecuador	prem50	The European Union is implementing a regulation called Uspace to create authorized airspaces for drones.	prem50_hyp2	An ordinance that will ban automated aerial drones in the European Union will come into effect soon.	2
1	berridazketa	Uruguay	prem51	The landing in Dublin was very uncomfortable, the plane was moving a lot from side to side.	prem51_hyp0	The landing in Dublin has been very uncomfortable, the plane moved a lot, from side to side.	0
1	berridazketa	Uruguay	prem51	The landing in Dublin was very uncomfortable, the plane was moving a lot from side to side.	prem51_hyp1	The passengers began screaming in fear during the emergency landing.	1
1	berridazketa	Uruguay	prem51	The landing in Dublin was very uncomfortable, the plane was moving a lot from side to side.	prem51_hyp2	Landings in Dublin are always very smooth, without turbulence.	2
5	dialectal	Espainia_and	prem52	It is known that Josan Goicoechea maintained a close relationship with Javier Lete, especially during the last year of his life	prem52_hyp0	Xabier Lete and Joxan Goikoetxea had a great relationship.	0
5	dialectal	Espainia_and	prem52	It is known that Josan Goicoechea maintained a close relationship with Javier Lete, especially during the last year of his life	prem52_hyp1	Xabier Lete and Joxan Goikoetxea are the same age.	1
5	dialectal	Espainia_and	prem52	It is known that Josan Goicoechea maintained a close relationship with Javier Lete, especially during the last year of his life	prem52_hyp2	Xabier Lete and Joxan Goikoetxea had their closest relationship during their youth.	2
1	berridazketa	Uruguay	prem53	"The Arriaga Theater in Bilbao presented the play ""Hard Times,"" based on one of the great classics by Norwegian playwright Henrik Ibsen."	prem53_hyp0	"The play ""Hard Times"" is based on one of the great classics by Norwegian playwright Henrik Ibsen."	0
1	berridazketa	Uruguay	prem53	"The Arriaga Theater in Bilbao presented the play ""Hard Times,"" based on one of the great classics by Norwegian playwright Henrik Ibsen."	prem53_hyp1	"The play ""Miserable Times"" presented by the Arriaga theater in Bilbao is spectacular."	1
1	berridazketa	Uruguay	prem53	"The Arriaga Theater in Bilbao presented the play ""Hard Times,"" based on one of the great classics by Norwegian playwright Henrik Ibsen."	prem53_hyp2	"The play ""Mean Times"" that will be presented at the Arriaga Theater in Bilbao is based on one of the great classics by Norwegian playwright Henrik Ibsen."	2
5	dialectal	Espainia_and	prem54	On Saturday, October 31st, we received an invitation to go see a movie at the Horror Film Festival	prem54_hyp0	We were invited to watch a movie at the Horror Film Festival.	0
5	dialectal	Espainia_and	prem54	On Saturday, October 31st, we received an invitation to go see a movie at the Horror Film Festival	prem54_hyp1	On Saturday we watched two movies at the Horror Film Festival.	1
5	dialectal	Espainia_and	prem54	On Saturday, October 31st, we received an invitation to go see a movie at the Horror Film Festival	prem54_hyp2	We invite you to watch a movie from the Horror Film Festival.	2
5	dialectal	Espainia_and	prem55	"Adarretatic is a newly created festival in Zarautz that seeks to carve out its place among summer music festivals and aims to ""bring peripheral music to the center."""	prem55_hyp0	They have created a new summer music festival in Zarautz that showcases alternative music: Adarretatik.	0
5	dialectal	Espainia_and	prem55	"Adarretatic is a newly created festival in Zarautz that seeks to carve out its place among summer music festivals and aims to ""bring peripheral music to the center."""	prem55_hyp1	The Adarretatik festival drew a crowd to the streets of Zarautz.	1
5	dialectal	Espainia_and	prem55	"Adarretatic is a newly created festival in Zarautz that seeks to carve out its place among summer music festivals and aims to ""bring peripheral music to the center."""	prem55_hyp2	"The Adarretatik summer music festival in Zarautz has been working for years to ""bring peripheral music to the center."""	2
5	dialectal	Espainia_and	prem56	The European associations have firmly denounced the case against Goioaga.	prem56_hyp0	The European associations do not agree with the process against Goioaga.	0
5	dialectal	Espainia_and	prem56	The European associations have firmly denounced the case against Goioaga.	prem56_hyp1	The case against Goioaga has had numerous complaints.	1
5	dialectal	Espainia_and	prem56	The European associations have firmly denounced the case against Goioaga.	prem56_hyp2	The European association has strongly denounced the cases against Goioaga.	2
1	berridazketa	Uruguay	prem57	"The group Solte prepared an innovative music video for the song ""Eraldatutako mundua"" from their latest album 'IXA' (Taupaka elkartea, 2016)."	prem57_hyp0	The latest album from the group Solte is 'IXA'.	0
1	berridazketa	Uruguay	prem57	"The group Solte prepared an innovative music video for the song ""Eraldatutako mundua"" from their latest album 'IXA' (Taupaka elkartea, 2016)."	prem57_hyp1	The musical group Solte uses intense rhythms, as demonstrated by their song 'Transformed World'.	1
