prem_id	premise	hypothesis_id	hypothesis	label
prem29	I took a guided tour of the San Sebastian Aquarium in October.	prem29_hyp0	I was in San Sebastian in October.	0
prem29	I took a guided tour of the San Sebastian Aquarium in October.	prem29_hyp1	I have been to the aquarium three times in total.	1
prem29	I took a guided tour of the San Sebastian Aquarium in October.	prem29_hyp2	I haven't been to the Aquarium all fall.	2
prem30	However, we are immersed in a period of change and, among other things, we are also working on revising the linguistic criteria.	prem30_hyp0	Among other things, we are reviewing the linguistic criteria.	0
prem30	However, we are immersed in a period of change and, among other things, we are also working on revising the linguistic criteria.	prem30_hyp1	The main objective of the change is to facilitate the opportunity to learn more languages.	1
prem30	However, we are immersed in a period of change and, among other things, we are also working on revising the linguistic criteria.	prem30_hyp2	It seemed like we were planning to make some changes, but in the end we decided to keep things the same.	2
prem31	The most interesting legends that govern our minds were born in darkness.	prem31_hyp0	The most interesting stories of our brain are born in darkness.	0
prem31	The most interesting legends that govern our minds were born in darkness.	prem31_hyp1	We cannot know where all the interesting legends come from.	1
prem31	The most interesting legends that govern our minds were born in darkness.	prem31_hyp2	All interesting stories of our brain are born in the light.	2
prem32	On the first day we encountered three groups; only one was in Basque.	prem32_hyp0	One third of the groups that met on the first day were in Euskera.	0
prem32	On the first day we encountered three groups; only one was in Basque.	prem32_hyp1	The groups on the first day were very diverse, with people of different ages and cultures.	1
prem32	On the first day we encountered three groups; only one was in Basque.	prem32_hyp2	Most of the groups found on the first day were in Euskera.	2
prem33	Many children attend Spanish language courses in San Sebastian.	prem33_hyp0	In San Sebastián, many parents take their children to Spanish language courses.	0
prem33	Many children attend Spanish language courses in San Sebastian.	prem33_hyp1	Children's courses in San Sebastian are in the afternoons.	1
prem33	Many children attend Spanish language courses in San Sebastian.	prem33_hyp2	The Spanish language courses in San Sebastian are empty.	2
prem34	To retrieve your travel ticket, you must access your file in the electronic portal.	prem34_hyp0	You can retrieve your travel ticket by accessing your file in the electronic portal.	0
prem34	To retrieve your travel ticket, you must access your file in the electronic portal.	prem34_hyp1	Access your file in the electronic portal and you will receive your travel ticket within one week.	1
prem34	To retrieve your travel ticket, you must access your file in the electronic portal.	prem34_hyp2	It is sufficient to call by phone to recover the travel ticket.	2
prem35	The course has helped them gain skill with balance and jumps.	prem35_hyp0	Thanks to the course, their balance has improved and they have gained skill with jumps.	0
prem35	The course has helped them gain skill with balance and jumps.	prem35_hyp1	Thanks to the course, their/his/her flexibility has improved a lot.	1
prem35	The course has helped them gain skill with balance and jumps.	prem35_hyp2	Taking the course hasn't helped them/him/her at all.	2
prem36	Both approaching 60 years old, we have begun to notice things that until now were invisible to us, like health, and friends who are dying more and more frequently.	prem36_hyp0	Between the two of us, we are less than 61 years old.	0
prem36	Both approaching 60 years old, we have begun to notice things that until now were invisible to us, like health, and friends who are dying more and more frequently.	prem36_hyp1	At the threshold of 60 years old, it's better not to dwell on the past.	1
prem36	Both approaching 60 years old, we have begun to notice things that until now were invisible to us, like health, and friends who are dying more and more frequently.	prem36_hyp2	Aging has not changed our perspective on health and death.	2
prem37	Immediately after the draw, the offered places are allocated.	prem37_hyp0	Places are assigned by lottery.	0
prem37	Immediately after the draw, the offered places are allocated.	prem37_hyp1	The draw for the allocation of places is conducted electronically.	1
prem37	Immediately after the draw, the offered places are allocated.	prem37_hyp2	The spots are assigned two weeks after the draw.	2
prem38	Saturday's event was smooth and lovely.	prem38_hyp0	Saturday's event was pleasant.	0
prem38	Saturday's event was smooth and lovely.	prem38_hyp1	I watched Saturday's event from home.	1
prem38	Saturday's event was smooth and lovely.	prem38_hyp2	I didn't like Saturday's event, it lacked impact.	2
prem39	Romantic love is a device to ensure the survival of the patriarchal system.	prem39_hyp0	Romantic love is used to ensure the survival of the patriarchal system.	0
prem39	Romantic love is a device to ensure the survival of the patriarchal system.	prem39_hyp1	There are several devices for the patriarchal system to survive.	1
prem39	Romantic love is a device to ensure the survival of the patriarchal system.	prem39_hyp2	The patriarchal system is a device to ensure the survival of romantic love.	2
prem40	He was 46 years old and a sudden death took him from our side.	prem40_hyp0	He/She died suddenly at the age of 46.	0
prem40	He was 46 years old and a sudden death took him from our side.	prem40_hyp1	He/She had a happy life.	1
prem40	He was 46 years old and a sudden death took him from our side.	prem40_hyp2	He/She died of a long illness.	2
prem41	The Zinema Euskaraz program dubbed 15 films into Basque last year, and 2017 has also started at a good pace.	prem41_hyp0	The Cinema in Euskera program dubs films into Basque.	0
prem41	The Zinema Euskaraz program dubbed 15 films into Basque last year, and 2017 has also started at a good pace.	prem41_hyp1	All the dubbing done by the Cinema in Euskera program has been from Spanish to Basque.	1
prem41	The Zinema Euskaraz program dubbed 15 films into Basque last year, and 2017 has also started at a good pace.	prem41_hyp2	It seems that the Cinema in Euskera program will also dub very few films in 2017.	2
prem42	Last week the Bilbao Employment Office turned four years old.	prem42_hyp0	The Bilbao Employment Office celebrated its fourth anniversary.	0
prem42	Last week the Bilbao Employment Office turned four years old.	prem42_hyp1	The Bilbao Employment Office will hire new workers next month.	1
prem42	Last week the Bilbao Employment Office turned four years old.	prem42_hyp2	It has been two years since the Bilbao Employment Office closed.	2
prem43	The cultural offerings in Getaria have quadrupled since I lived there.	prem43_hyp0	There is an increasing cultural offering in Getaria.	0
prem43	The cultural offerings in Getaria have quadrupled since I lived there.	prem43_hyp1	One quarter of Getaria's cultural offerings is theater.	1
prem43	The cultural offerings in Getaria have quadrupled since I lived there.	prem43_hyp2	Before in Getaria, when I didn't live there, there was a better cultural offering.	2
prem44	In addition to submitting it in paper form, they will also be submitted in digital format, whenever possible.	prem44_hyp0	They will be submitted in paper and digital format.	0
prem44	In addition to submitting it in paper form, they will also be submitted in digital format, whenever possible.	prem44_hyp1	They will be presented on paper next week.	1
prem44	In addition to submitting it in paper form, they will also be submitted in digital format, whenever possible.	prem44_hyp2	They will be presented only in digital format.	2
prem45	Despite being a prolific and prominent book designer and illustrator, his contribution to the world of comics has not been minor.	prem45_hyp0	He/She has also made a great contribution to the world of comics.	0
prem45	Despite being a prolific and prominent book designer and illustrator, his contribution to the world of comics has not been minor.	prem45_hyp1	The comic book collection that has just been published has been a great success among young people.	1
prem45	Despite being a prolific and prominent book designer and illustrator, his contribution to the world of comics has not been minor.	prem45_hyp2	He/She is a comic artist and sometimes does illustrations.	2
prem46	The Artxanda Funicular, S.A. is a commercial company that is wholly owned by the Bilbao City Council.	prem46_hyp0	The Bilbao City Council is the owner of the Artxanda Funicular.	0
prem46	The Artxanda Funicular, S.A. is a commercial company that is wholly owned by the Bilbao City Council.	prem46_hyp1	The operating budget of the Bilbao City Council includes the derivatives of all activities carried out by the commercial company.	1
prem46	The Artxanda Funicular, S.A. is a commercial company that is wholly owned by the Bilbao City Council.	prem46_hyp2	The Bilbao City Council has some ownership in the Artxanda Funicular.	2
prem47	There were many whales on the coast of Gipuzkoa at one time, but historian Xabier Alberdi mentions 4 known whales in an interview conducted on Radio Euskadi.	prem47_hyp0	Xabier Alberdi is a historian and knows well the whales of the region's seas.	0
prem47	There were many whales on the coast of Gipuzkoa at one time, but historian Xabier Alberdi mentions 4 known whales in an interview conducted on Radio Euskadi.	prem47_hyp1	Xabier Alberdi has mentioned that the whales that lived on the coast of Gipuzkoa also lived on other coasts.	1
prem47	There were many whales on the coast of Gipuzkoa at one time, but historian Xabier Alberdi mentions 4 known whales in an interview conducted on Radio Euskadi.	prem47_hyp2	Xabier Alberdi, in an interview on Radio Euskadi, mentions that there have never been whales on the coast of Gipuzkoa.	2
prem48	We have been to Mount Ulia after a long time.	prem48_hyp0	It hasn't been long since we went to Mount Ulia.	0
prem48	We have been to Mount Ulia after a long time.	prem48_hyp1	Mount Ulia seemed very beautiful to us.	1
prem48	We have been to Mount Ulia after a long time.	prem48_hyp2	It's been years since we've been to the mountain.	2
prem49	The main building for service companies has 19 modules.	prem49_hyp0	The main building for service companies consists of 19 modules.	0
prem49	The main building for service companies has 19 modules.	prem49_hyp1	The main building for service companies has 19 modules and three floors.	1
prem49	The main building for service companies has 19 modules.	prem49_hyp2	The main building for service companies can have modules, but it is not mandatory.	2
prem50	The European Union is implementing a regulation called Uspace to create authorized airspaces for automated drones.	prem50_hyp0	The U-space ordinances will create authorized airspace zones for automated drones.	0
prem50	The European Union is implementing a regulation called Uspace to create authorized airspaces for automated drones.	prem50_hyp1	The Uspace ordinance will come into effect in 2030.	1
prem50	The European Union is implementing a regulation called Uspace to create authorized airspaces for automated drones.	prem50_hyp2	An ordinance that will ban automated aerial drones in the European Union will come into effect soon.	2
prem51	The landing in Dublin has been very uncomfortable, the plane moved a lot, from side to side.	prem51_hyp0	The landing in Dublin has been very uncomfortable, the plane moved a lot, from side to side.	0
prem51	The landing in Dublin has been very uncomfortable, the plane moved a lot, from side to side.	prem51_hyp1	The passengers began screaming in fear during the emergency landing.	1
prem51	The landing in Dublin has been very uncomfortable, the plane moved a lot, from side to side.	prem51_hyp2	Landings in Dublin are always very smooth, without turbulence.	2
prem52	It is known that Joxan Goikoetxea maintained a close relationship with Xabier Lete, especially during the last years of his life.	prem52_hyp0	Xabier Lete and Joxan Goikoetxea had a great relationship.	0
prem52	It is known that Joxan Goikoetxea maintained a close relationship with Xabier Lete, especially during the last years of his life.	prem52_hyp1	Xabier Lete and Joxan Goikoetxea are the same age.	1
prem52	It is known that Joxan Goikoetxea maintained a close relationship with Xabier Lete, especially during the last years of his life.	prem52_hyp2	Xabier Lete and Joxan Goikoetxea had their closest relationship during their youth.	2
prem53	"The Arriaga Theater in Bilbao has presented the play ""Hard Times,"" based on one of the great classics by Norwegian playwright Henrik Ibsen."	prem53_hyp0	"The play ""Hard Times"" is based on one of the great classics by Norwegian playwright Henrik Ibsen."	0
prem53	"The Arriaga Theater in Bilbao has presented the play ""Hard Times,"" based on one of the great classics by Norwegian playwright Henrik Ibsen."	prem53_hyp1	"The play ""Miserable Times"" presented by the Arriaga theater in Bilbao is spectacular."	1
prem53	"The Arriaga Theater in Bilbao has presented the play ""Hard Times,"" based on one of the great classics by Norwegian playwright Henrik Ibsen."	prem53_hyp2	"The play ""Mean Times"" that will be presented at the Arriaga Theater in Bilbao is based on one of the great classics by Norwegian playwright Henrik Ibsen."	2
prem54	On Saturday, October 31st, we received an invitation to go see a movie at the Horror Film Festival.	prem54_hyp0	We were invited to watch a movie at the Horror Film Festival.	0
prem54	On Saturday, October 31st, we received an invitation to go see a movie at the Horror Film Festival.	prem54_hyp1	On Saturday we watched two movies at the Horror Film Festival.	1
prem54	On Saturday, October 31st, we received an invitation to go see a movie at the Horror Film Festival.	prem54_hyp2	We invite you to watch a movie from the Horror Film Festival.	2
prem55	"Adarretatik is a newly created festival in Zarautz that seeks to carve out its place among summer music festivals and aims to ""bring peripheral music to the center."""	prem55_hyp0	They have created a new summer music festival in Zarautz that showcases alternative music: Adarretatik.	0
prem55	"Adarretatik is a newly created festival in Zarautz that seeks to carve out its place among summer music festivals and aims to ""bring peripheral music to the center."""	prem55_hyp1	The Adarretatik festival drew a crowd to the streets of Zarautz.	1
prem55	"Adarretatik is a newly created festival in Zarautz that seeks to carve out its place among summer music festivals and aims to ""bring peripheral music to the center."""	prem55_hyp2	"The Adarretatik summer music festival in Zarautz has been working for years to ""bring peripheral music to the center."""	2
prem56	European associations have strongly denounced the case against Goioaga.	prem56_hyp0	The European associations do not agree with the process against Goioaga.	0
prem56	European associations have strongly denounced the case against Goioaga.	prem56_hyp1	The case against Goioaga has had numerous complaints.	1
prem56	European associations have strongly denounced the case against Goioaga.	prem56_hyp2	The European association has strongly denounced the cases against Goioaga.	2
prem57	"The Solte group has prepared an innovative music video for the song ""Eraldatutako mundua"" from their latest album 'IXA' (Taupaka elkartea, 2016)."	prem57_hyp0	The latest album from the group Solte is 'IXA'.	0
prem57	"The Solte group has prepared an innovative music video for the song ""Eraldatutako mundua"" from their latest album 'IXA' (Taupaka elkartea, 2016)."	prem57_hyp1	The musical group Solte uses intense rhythms, as demonstrated by their song 'Transformed World'.	1
prem57	"The Solte group has prepared an innovative music video for the song ""Eraldatutako mundua"" from their latest album 'IXA' (Taupaka elkartea, 2016)."	prem57_hyp2	'IXA' is the first album by the musical group Solte.	2
prem58	Many workers don't know what is right and what is wrong, they don't know how to act.	prem58_hyp0	Distinguishing between right and wrong is not easy for many workers.	0
prem58	Many workers don't know what is right and what is wrong, they don't know how to act.	prem58_hyp1	Workers are greatly affected by not knowing how to act.	1
prem58	Many workers don't know what is right and what is wrong, they don't know how to act.	prem58_hyp2	The workers have no doubts, they always know how they should act.	2
prem59	We discovered a recommendable place last weekend. It's a small group of houses created in a family environment with a South American touch.	prem59_hyp0	Last weekend we were at a small cluster of houses that has a South American touch.	0
prem59	We discovered a recommendable place last weekend. It's a small group of houses created in a family environment with a South American touch.	prem59_hyp1	The small group of houses that I visited last weekend was recommended to me by my aunt; it's built in a family-friendly environment and has a South American touch.	1
prem59	We discovered a recommendable place last weekend. It's a small group of houses created in a family environment with a South American touch.	prem59_hyp2	The small group of houses that we saw last weekend is not recommended.	2
prem60	The winners will receive various computer and drawing materials, and the winning comic will be published in Mahatserri's BERTON magazine.	prem60_hyp0	The winners will receive computer and drawing supplies.	0
prem60	The winners will receive various computer and drawing materials, and the winning comic will be published in Mahatserri's BERTON magazine.	prem60_hyp1	Each participant may submit only one comic.	1
prem60	The winners will receive various computer and drawing materials, and the winning comic will be published in Mahatserri's BERTON magazine.	prem60_hyp2	The winning comics will be published in BERTON magazine by Mahatsarri.	2
prem61	The group Zea Mays will release their eighth work, titled 'Harro', on November 3rd.	prem61_hyp0	The group Zea Mays will release a new album.	0
prem61	The group Zea Mays will release their eighth work, titled 'Harro', on November 3rd.	prem61_hyp1	The Zea Mays group consists of five members.	1
prem61	The group Zea Mays will release their eighth work, titled 'Harro', on November 3rd.	prem61_hyp2	The group Zea Mays has not released a single album.	2
prem62	The same fishing crew won the first Concha flag for Orio.	prem62_hyp0	Orio won the first flag of La Concha.	0
prem62	The same fishing crew won the first Concha flag for Orio.	prem62_hyp1	The Orio crew usually wears yellow.	1
prem62	The same fishing crew won the first Concha flag for Orio.	prem62_hyp2	Hondarribia won the first Concha flag.	2
prem63	I just visited Rome with the children.	prem63_hyp0	I have been to Italy recently.	0
prem63	I just visited Rome with the children.	prem63_hyp1	My children love me very much.	1
prem63	I just visited Rome with the children.	prem63_hyp2	I have never been to Italy.	2
prem64	"The play ""Gabon, Txirrita"", written and directed by Xabier Lete, was staged in 1982."	prem64_hyp0	Good Night Txirrita is the name of a theater play.	0
prem64	"The play ""Gabon, Txirrita"", written and directed by Xabier Lete, was staged in 1982."	prem64_hyp1	Xabier Lete was an excellent singer.	1
prem64	"The play ""Gabon, Txirrita"", written and directed by Xabier Lete, was staged in 1982."	prem64_hyp2	Xabier Lete did not write plays.	2
prem65	"""Orm in the Kingdom of Snow"" was recently released, and ""The Lego Batman Movie"" will be released soon."	prem65_hyp0	Animated films are usually dubbed into Basque.	0
prem65	"""Orm in the Kingdom of Snow"" was recently released, and ""The Lego Batman Movie"" will be released soon."	prem65_hyp1	Fewer and fewer people are going to the movies.	1
prem65	"""Orm in the Kingdom of Snow"" was recently released, and ""The Lego Batman Movie"" will be released soon."	prem65_hyp2	ORM will be the last film to be screened in the Kingdom of Snow.	2
prem66	Amazon offers artificial intelligence for schools, cloud computing, and Alexa Echo Dot and Alexa Echo Plus.	prem66_hyp0	Amazon has many products related to artificial intelligence.	0
prem66	Amazon offers artificial intelligence for schools, cloud computing, and Alexa Echo Dot and Alexa Echo Plus.	prem66_hyp1	Amazon products tend to be cheap.	1
prem66	Amazon offers artificial intelligence for schools, cloud computing, and Alexa Echo Dot and Alexa Echo Plus.	prem66_hyp2	There are no artificial intelligence products aimed at schools.	2
prem67	For a first approach to Basque, the Basque language learning method published by the University of Deusto is interesting.	prem67_hyp0	The University of Deusto has developed a method for learning Basque.	0
prem67	For a first approach to Basque, the Basque language learning method published by the University of Deusto is interesting.	prem67_hyp1	The University of Deusto has several schools and faculties.	1
prem67	For a first approach to Basque, the Basque language learning method published by the University of Deusto is interesting.	prem67_hyp2	The University of Deusto has only developed materials for learning Spanish.	2
prem68	If you wanted to know your level of Basque, the network also offers you that possibility.	prem68_hyp0	It is possible to measure each person's level of Basque.	0
prem68	If you wanted to know your level of Basque, the network also offers you that possibility.	prem68_hyp1	The level of Basque language usage has been decreasing lately.	1
prem68	If you wanted to know your level of Basque, the network also offers you that possibility.	prem68_hyp2	An in-person interview is required to assess each person's level of Basque language proficiency.	2
