prem_id	premise	hypothesis_id	hypothesis	label
prem21	Aunque han pasado más de 40 años, la película 'Alien, el octavo pasajero' no envejece.	prem21_hyp2	La película 'Alien, el octavo pasajero' se estrenará próximamente.	2
prem22	Nuestro trabajo muchas veces puede ser muy difícil, muy duro y muy negro, y necesitamos recurrir al humor de vez en cuando.	prem22_hyp0	Nuestro trabajo suele ser duro más de una vez.	0
prem22	Nuestro trabajo muchas veces puede ser muy difícil, muy duro y muy negro, y necesitamos recurrir al humor de vez en cuando.	prem22_hyp1	Tenemos buena relación entre compañeros de trabajo, aunque a veces también tenemos algunos desacuerdos.	1
prem22	Nuestro trabajo muchas veces puede ser muy difícil, muy duro y muy negro, y necesitamos recurrir al humor de vez en cuando.	prem22_hyp2	Siempre tenemos que estar muy serios en el trabajo.	2
prem23	Es sabido que cualquier persona que se acerque a un sistema de salud público encontrará algún fallo y motivo para enfadarse.	prem23_hyp0	Hay errores en el sistema de salud público.	0
prem23	Es sabido que cualquier persona que se acerque a un sistema de salud público encontrará algún fallo y motivo para enfadarse.	prem23_hyp1	Los médicos del sistema público de salud están enfadados con las medidas adoptadas.	1
prem23	Es sabido que cualquier persona que se acerque a un sistema de salud público encontrará algún fallo y motivo para enfadarse.	prem23_hyp2	Se puede decir que el sistema de salud público de aquí es perfecto.	2
prem24	Por lo tanto, la asociación vecinal no resulta atractiva para la gente joven.	prem24_hyp0	La mayoría de la gente que se acerca a la asociación vecinal es adulta.	0
prem24	Por lo tanto, la asociación vecinal no resulta atractiva para la gente joven.	prem24_hyp1	La asociación vecinal cumplió veinte años el año pasado.	1
prem24	Por lo tanto, la asociación vecinal no resulta atractiva para la gente joven.	prem24_hyp2	Últimamente hay muchos jóvenes participando en la asociación vecinal.	2
prem25	El premio creado por la Diputación Foral, el premio Antton Abbadie, ha sido un merecido reconocimiento.	prem25_hyp0	Merecía recibir el premio Antton Abbadie.	0
prem25	El premio creado por la Diputación Foral, el premio Antton Abbadie, ha sido un merecido reconocimiento.	prem25_hyp1	Además del premio Antton Abbadie, ha recibido otros también.	1
prem25	El premio creado por la Diputación Foral, el premio Antton Abbadie, ha sido un merecido reconocimiento.	prem25_hyp2	Le otorgaron el premio Antton Abbadie a la Diputación Foral.	2
prem26	En este libro, se han recogido sus declaraciones y los detalles de su forma de hablar.	prem26_hyp0	Lo que ellos indicaron ha quedado recogido en el libro.	0
prem26	En este libro, se han recogido sus declaraciones y los detalles de su forma de hablar.	prem26_hyp1	La persona que ha escrito el libro es famosa.	1
prem26	En este libro, se han recogido sus declaraciones y los detalles de su forma de hablar.	prem26_hyp2	Hay muy poco en el libro sobre el lenguaje.	2
prem27	Será interesante comparar la construcción futura con las fotografías tomadas allí.	prem27_hyp0	Se han sacado las fotos allí.	0
prem27	Será interesante comparar la construcción futura con las fotografías tomadas allí.	prem27_hyp1	La construcción del futuro será mejor.	1
prem27	Será interesante comparar la construcción futura con las fotografías tomadas allí.	prem27_hyp2	Es aburrido estar comparando construcciones.	2
prem28	El frontón cuenta con 65 asientos para personas con movilidad reducida, y el Trinquete con 16.	prem28_hyp0	El frontón tiene más asientos para personas con movilidad reducida que el Trinquete.	0
prem28	El frontón cuenta con 65 asientos para personas con movilidad reducida, y el Trinquete con 16.	prem28_hyp1	Suele ir más gente al Frontón a ver partidos que al Trinquete.	1
prem28	El frontón cuenta con 65 asientos para personas con movilidad reducida, y el Trinquete con 16.	prem28_hyp2	El Trinquet tiene al menos tantos asientos como el Frontón para personas con movilidad reducida.	2
prem29	He realizado una visita guiada al Acuario de San Sebastián en octubre.	prem29_hyp0	Estuve en San Sebastián en octubre.	0
prem29	He realizado una visita guiada al Acuario de San Sebastián en octubre.	prem29_hyp1	He estado en el acuario tres veces en total.	1
prem29	He realizado una visita guiada al Acuario de San Sebastián en octubre.	prem29_hyp2	He estado sin ir al Acuario durante todo el otoño.	2
prem30	Sin embargo, estamos inmersos en pleno cambio y, entre otras cosas, también estamos trabajando en la revisión de los criterios lingüísticos.	prem30_hyp0	Entre otras cosas, estamos revisando los criterios lingüísticos.	0
prem30	Sin embargo, estamos inmersos en pleno cambio y, entre otras cosas, también estamos trabajando en la revisión de los criterios lingüísticos.	prem30_hyp1	El objetivo principal del cambio es facilitar la oportunidad de aprender más idiomas.	1
prem30	Sin embargo, estamos inmersos en pleno cambio y, entre otras cosas, también estamos trabajando en la revisión de los criterios lingüísticos.	prem30_hyp2	Parecía que teníamos intención de hacer algunos cambios, pero al final hemos decidido seguir igual.	2
prem31	Las leyendas más interesantes que gobiernan nuestros cerebros han nacido en la oscuridad.	prem31_hyp0	Las historias más interesantes de nuestro cerebro nacen en la oscuridad.	0
prem31	Las leyendas más interesantes que gobiernan nuestros cerebros han nacido en la oscuridad.	prem31_hyp1	No podemos saber de dónde vienen todas las leyendas interesantes.	1
prem31	Las leyendas más interesantes que gobiernan nuestros cerebros han nacido en la oscuridad.	prem31_hyp2	Todas las historias interesantes de nuestro cerebro nacen en la luz.	2
prem32	El primer día nos encontramos con tres grupos; solo uno era en euskera.	prem32_hyp0	Un tercio de los grupos que se encontraron el primer día eran en euskera.	0
prem32	El primer día nos encontramos con tres grupos; solo uno era en euskera.	prem32_hyp1	Los grupos del primer día eran muy heterogéneos, había gente de diferentes edades y culturas.	1
prem32	El primer día nos encontramos con tres grupos; solo uno era en euskera.	prem32_hyp2	La mayoría de los grupos encontrados el primer día eran en euskera.	2
prem33	Muchos niños asisten a cursos de castellano en San Sebastián.	prem33_hyp0	En San Sebastián muchos padres llevan a sus hijos a cursos de castellano.	0
prem33	Muchos niños asisten a cursos de castellano en San Sebastián.	prem33_hyp1	Los cursos infantiles en San Sebastián son por las tardes.	1
prem33	Muchos niños asisten a cursos de castellano en San Sebastián.	prem33_hyp2	Los cursos de castellano en San Sebastián están vacíos.	2
prem34	Para recuperar el billete de viaje, debes acceder a tu expediente en la sede electrónica.	prem34_hyp0	Puede recuperar el billete de viaje accediendo a su expediente en la sede electrónica.	0
prem34	Para recuperar el billete de viaje, debes acceder a tu expediente en la sede electrónica.	prem34_hyp1	Accede a tu expediente en la sede electrónica y recuperarás el billete de viaje en el plazo de una semana.	1
prem34	Para recuperar el billete de viaje, debes acceder a tu expediente en la sede electrónica.	prem34_hyp2	Es suficiente llamar por teléfono para recuperar el billete de viaje.	2
prem35	El curso le ha venido bien para ganar destreza con el equilibrio y los saltos.	prem35_hyp0	Gracias al curso ha mejorado su equilibrio y ha ganado destreza con los saltos.	0
prem35	El curso le ha venido bien para ganar destreza con el equilibrio y los saltos.	prem35_hyp1	Gracias al curso ha mejorado mucho su elasticidad.	1
prem35	El curso le ha venido bien para ganar destreza con el equilibrio y los saltos.	prem35_hyp2	No le ha servido de nada hacer el curso.	2
prem36	A las puertas de los 60 años ambos, hemos empezado a fijarnos en cosas que hasta ahora nos resultaban invisibles, en la salud, en los amigos que mueren cada vez con más frecuencia.	prem36_hyp0	Entre los dos tenemos menos de 61 años.	0
prem36	A las puertas de los 60 años ambos, hemos empezado a fijarnos en cosas que hasta ahora nos resultaban invisibles, en la salud, en los amigos que mueren cada vez con más frecuencia.	prem36_hyp1	A las puertas de los 60 años es mejor no fijarse en el pasado.	1
prem36	A las puertas de los 60 años ambos, hemos empezado a fijarnos en cosas que hasta ahora nos resultaban invisibles, en la salud, en los amigos que mueren cada vez con más frecuencia.	prem36_hyp2	El envejecimiento no ha cambiado nuestra perspectiva sobre la salud y la muerte.	2
prem37	Inmediatamente después del sorteo, se adjudican las plazas ofertadas.	prem37_hyp0	Las plazas se asignan por sorteo.	0
prem37	Inmediatamente después del sorteo, se adjudican las plazas ofertadas.	prem37_hyp1	El sorteo para la adjudicación de plazas se realiza informáticamente.	1
prem37	Inmediatamente después del sorteo, se adjudican las plazas ofertadas.	prem37_hyp2	Las plazas se adjudican dos semanas después del sorteo.	2
prem38	El evento del sábado fue suave y bonito.	prem38_hyp0	El evento del sábado fue agradable.	0
prem38	El evento del sábado fue suave y bonito.	prem38_hyp1	Vi el evento del sábado desde casa.	1
prem38	El evento del sábado fue suave y bonito.	prem38_hyp2	El evento del sábado no fue de mi agrado, le faltó contundencia.	2
prem39	El amor romántico es un dispositivo para garantizar la supervivencia del sistema patriarcal.	prem39_hyp0	El amor romántico se utiliza para que el sistema patriarcal sobreviva.	0
prem39	El amor romántico es un dispositivo para garantizar la supervivencia del sistema patriarcal.	prem39_hyp1	Existen varios dispositivos para que el sistema patriarcal sobreviva.	1
prem39	El amor romántico es un dispositivo para garantizar la supervivencia del sistema patriarcal.	prem39_hyp2	El sistema patriarcal es un dispositivo para garantizar la supervivencia del amor romántico.	2
prem40	Tenía 46 años y una muerte repentina se lo llevó de nuestro lado.	prem40_hyp0	Murió repentinamente a los 46 años.	0
prem40	Tenía 46 años y una muerte repentina se lo llevó de nuestro lado.	prem40_hyp1	Tuvo una vida feliz.	1
prem40	Tenía 46 años y una muerte repentina se lo llevó de nuestro lado.	prem40_hyp2	Murió de una larga enfermedad.	2
prem41	El programa Zinema Euskaraz dobló 15 películas al euskera el año pasado, y 2017 también ha comenzado con buen ritmo.	prem41_hyp0	El programa Cine en Euskera dobla películas al euskera.	0
prem41	El programa Zinema Euskaraz dobló 15 películas al euskera el año pasado, y 2017 también ha comenzado con buen ritmo.	prem41_hyp1	Todos los doblajes realizados por el programa Cine en Euskera han sido del castellano al euskera.	1
prem41	El programa Zinema Euskaraz dobló 15 películas al euskera el año pasado, y 2017 también ha comenzado con buen ritmo.	prem41_hyp2	Parece que el programa Cine en Euskera también doblará muy pocas películas en 2017.	2
prem42	La semana pasada la Oficina de Ocupación de Bilbao cumplió cuatro años.	prem42_hyp0	La Oficina de Ocupación de Bilbao celebró su cuarto aniversario.	0
prem42	La semana pasada la Oficina de Ocupación de Bilbao cumplió cuatro años.	prem42_hyp1	La Oficina de Empleo de Bilbao contratará nuevos trabajadores el próximo mes.	1
prem42	La semana pasada la Oficina de Ocupación de Bilbao cumplió cuatro años.	prem42_hyp2	Han pasado dos años desde que cerró la Oficina de Ocupación de Bilbao.	2
prem43	La oferta cultural en Getaria se ha cuadruplicado desde que yo vivía allí.	prem43_hyp0	En Getaria hay cada vez más oferta cultural.	0
prem43	La oferta cultural en Getaria se ha cuadruplicado desde que yo vivía allí.	prem43_hyp1	Una cuarta parte de la oferta cultural de Getaria es teatro.	1
prem43	La oferta cultural en Getaria se ha cuadruplicado desde que yo vivía allí.	prem43_hyp2	Antes en Getaria, cuando no vivía allí, había una mayor oferta cultural.	2
prem44	Además de presentarlo en papel, también se presentarán en formato digital, siempre que sea posible.	prem44_hyp0	Se presentarán en papel y en formato digital.	0
prem44	Además de presentarlo en papel, también se presentarán en formato digital, siempre que sea posible.	prem44_hyp1	Se presentarán en papel la semana que viene.	1
prem44	Además de presentarlo en papel, también se presentarán en formato digital, siempre que sea posible.	prem44_hyp2	Se presentarán únicamente en formato digital.	2
prem45	A pesar de ser un prolífico y destacado diseñador e ilustrador de libros, su contribución al mundo del cómic no ha sido menor.	prem45_hyp0	También ha hecho una gran contribución al mundo del cómic.	0
prem45	A pesar de ser un prolífico y destacado diseñador e ilustrador de libros, su contribución al mundo del cómic no ha sido menor.	prem45_hyp1	La colección de cómics que acaba de publicar ha tenido un gran éxito entre los menores.	1
prem45	A pesar de ser un prolífico y destacado diseñador e ilustrador de libros, su contribución al mundo del cómic no ha sido menor.	prem45_hyp2	Es dibujante de cómics y a veces hace ilustraciones.	2
prem46	El Funicular de Artxanda, S.A. es una sociedad mercantil que pertenece íntegramente al Ayuntamiento de Bilbao.	prem46_hyp0	El Ayuntamiento de Bilbao es el propietario del Funicular de Artxanda.	0
prem46	El Funicular de Artxanda, S.A. es una sociedad mercantil que pertenece íntegramente al Ayuntamiento de Bilbao.	prem46_hyp1	El presupuesto de explotación del Ayuntamiento de Bilbao recoge los derivados de todas las actividades que realiza la sociedad mercantil.	1
prem46	El Funicular de Artxanda, S.A. es una sociedad mercantil que pertenece íntegramente al Ayuntamiento de Bilbao.	prem46_hyp2	El Ayuntamiento de Bilbao tiene alguna participación en el Funicular de Artxanda.	2
prem47	En la costa de Guipúzcoa hubo muchas ballenas en una época, pero el historiador Xabier Alberdi menciona 4 ballenas conocidas en una entrevista realizada en Radio Euskadi.	prem47_hyp0	Xabier Alberdi es historiador y conoce bien las ballenas de los mares de la zona.	0
prem47	En la costa de Guipúzcoa hubo muchas ballenas en una época, pero el historiador Xabier Alberdi menciona 4 ballenas conocidas en una entrevista realizada en Radio Euskadi.	prem47_hyp1	Xabier Alberdi ha mencionado que las ballenas que vivían en la costa de Gipuzkoa también vivían en otras costas.	1
prem47	En la costa de Guipúzcoa hubo muchas ballenas en una época, pero el historiador Xabier Alberdi menciona 4 ballenas conocidas en una entrevista realizada en Radio Euskadi.	prem47_hyp2	Xabier Alberdi, en una entrevista en Radio Euskadi, menciona que nunca ha habido ballenas en la costa de Gipuzkoa.	2
prem48	Hemos estado en el monte Ulia después de mucho tiempo.	prem48_hyp0	No hace mucho que no íbamos al monte Ulia.	0
prem48	Hemos estado en el monte Ulia después de mucho tiempo.	prem48_hyp1	El monte Ulía nos ha parecido muy bonito.	1
prem48	Hemos estado en el monte Ulia después de mucho tiempo.	prem48_hyp2	Hace años que no hemos estado en la montaña.	2
prem49	El edificio principal para empresas de servicios tiene 19 módulos.	prem49_hyp0	El edificio principal para empresas de servicios está compuesto por 19 módulos.	0
prem49	El edificio principal para empresas de servicios tiene 19 módulos.	prem49_hyp1	El edificio principal para empresas de servicios cuenta con 19 módulos y tres pisos.	1
prem49	El edificio principal para empresas de servicios tiene 19 módulos.	prem49_hyp2	El edificio principal para empresas de servicios puede tener módulos, pero no es obligatorio.	2
prem50	La Unión Europea está implementando una ordenanza llamada Uspace para crear espacios aéreos autorizados para drones automatizados.	prem50_hyp0	Las ordenanzas Uspace crearán zonas aéreas autorizadas para drones automatizados.	0
prem50	La Unión Europea está implementando una ordenanza llamada Uspace para crear espacios aéreos autorizados para drones automatizados.	prem50_hyp1	La ordenanza Uspace entrará en vigor en 2030.	1
prem50	La Unión Europea está implementando una ordenanza llamada Uspace para crear espacios aéreos autorizados para drones automatizados.	prem50_hyp2	Una ordenanza que prohibirá los drones aéreos automatizados en la Unión Europea entrará en vigor próximamente.	2
prem51	El aterrizaje en Dublín ha sido muy incómodo, el avión se ha movido mucho, de un lado a otro.	prem51_hyp0	El aterrizaje en Dublín ha sido muy incómodo, el avión se ha movido mucho, de un lado a otro.	0
prem51	El aterrizaje en Dublín ha sido muy incómodo, el avión se ha movido mucho, de un lado a otro.	prem51_hyp1	Los pasajeros empezaron a gritar de miedo durante el aterrizaje forzoso.	1
prem51	El aterrizaje en Dublín ha sido muy incómodo, el avión se ha movido mucho, de un lado a otro.	prem51_hyp2	Los aterrizajes en Dublín siempre son muy tranquilos, sin turbulencias.	2
prem52	Es sabido que Joxan Goikoetxea mantuvo una estrecha relación con Xabier Lete, especialmente durante los últimos años de su vida.	prem52_hyp0	Xabier Lete y Joxan Goikoetxea tuvieron una gran relación.	0
prem52	Es sabido que Joxan Goikoetxea mantuvo una estrecha relación con Xabier Lete, especialmente durante los últimos años de su vida.	prem52_hyp1	Xabier Lete y Joxan Goikoetxea son de la misma edad.	1
prem52	Es sabido que Joxan Goikoetxea mantuvo una estrecha relación con Xabier Lete, especialmente durante los últimos años de su vida.	prem52_hyp2	Xabier Lete y Joxan Goikoetxea tuvieron su mayor relación durante la juventud.	2
prem53	"El teatro Arriaga de Bilbao ha presentado la obra ""Tiempos Difíciles"", basada en uno de los grandes clásicos del dramaturgo noruego Henrik Ibsen."	prem53_hyp0	"La obra de teatro ""Tiempos Difíciles"" está basada en uno de los grandes clásicos del dramaturgo noruego Henrik Ibsen."	0
prem53	"El teatro Arriaga de Bilbao ha presentado la obra ""Tiempos Difíciles"", basada en uno de los grandes clásicos del dramaturgo noruego Henrik Ibsen."	prem53_hyp1	La obra de teatro Tiempos Míseros presentada por el teatro Arriaga de Bilbao es espectacular.	1
prem53	"El teatro Arriaga de Bilbao ha presentado la obra ""Tiempos Difíciles"", basada en uno de los grandes clásicos del dramaturgo noruego Henrik Ibsen."	prem53_hyp2	"La obra de teatro ""Tiempos Mezquinos"" que presentará el teatro Arriaga de Bilbao está basada en uno de los grandes clásicos del dramaturgo noruego Henrik Ibsen."	2
prem54	El sábado, 31 de octubre, recibimos una invitación para ir a ver una película del Festival de Cine de Terror.	prem54_hyp0	Nos invitaron a ver una película del Festival de Cine de Terror.	0
prem54	El sábado, 31 de octubre, recibimos una invitación para ir a ver una película del Festival de Cine de Terror.	prem54_hyp1	El sábado vimos dos películas del Festival de Cine de Terror.	1
prem54	El sábado, 31 de octubre, recibimos una invitación para ir a ver una película del Festival de Cine de Terror.	prem54_hyp2	Le invitamos a ver una película del Festival de Cine de Terror.	2
prem55	"Adarretatik es un festival recién creado en Zarauz que busca hacerse un hueco entre los festivales musicales de verano y tiene como objetivo ""llevar las músicas periféricas al centro""."	prem55_hyp0	Han creado un nuevo festival de música de verano en Zarautz que visibiliza la música alternativa: Adarretatik.	0
prem55	"Adarretatik es un festival recién creado en Zarauz que busca hacerse un hueco entre los festivales musicales de verano y tiene como objetivo ""llevar las músicas periféricas al centro""."	prem55_hyp1	El festival Adarretatik congregó a una multitud en las calles de Zarautz.	1
