ann_id	change_type	prem_id	premise	hypothesis	label
6	berridazketa	prem7	Aunque el bertsolari Txirrita era un analfabeto, tenía una gran intuición para hacer lecturas de la información que había recopilado.	Al bertsolari Basarri, por su parte, le gustaba mucho leer novelas.	1
6	berridazketa	prem7	Aunque el bertsolari Txirrita era un analfabeto, tenía una gran intuición para hacer lecturas de la información que había recopilado.	Mientras tomaba café, Txirrita leía el periódico todas las mañanas.	2
6	berridazketa	prem8	Los trabajos tendrán como máximo dos páginas, en tamaño A4 (vertical).	Se debe utilizar obligatoriamente el tamaño Arial 12 para escribir.	1
6	berridazketa	prem8	Los trabajos tendrán como máximo dos páginas, en tamaño A4 (vertical).	Se deberá utilizar el formato A4 para realizar los trabajos.	0
6	berridazketa	prem8	Los trabajos tendrán como máximo dos páginas, en tamaño A4 (vertical).	También se aceptarán trabajos de cuatro páginas.	2
6	berridazketa	prem9	¡Realmente peculiar fue la vida de Antton y su casa aún más fascinante!	El lugar donde vivió Antton era extraño.	0
6	berridazketa	prem9	¡Realmente peculiar fue la vida de Antton y su casa aún más fascinante!	Antón tuvo una vida tranquila, sin grandes aventuras.	2
6	berridazketa	prem9	¡Realmente peculiar fue la vida de Antton y su casa aún más fascinante!	Antton tuvo dos hijas siendo muy joven.	1
6	berridazketa	prem10	El Centro Empresarial de Santurtzi está ubicado en el parque industrial El Árbol de Santurtzi, cerca de la autopista A-8.	El Centro Empresarial de Santurce no está lejos de la autopista A-8.	0
6	berridazketa	prem10	El Centro Empresarial de Santurtzi está ubicado en el parque industrial El Árbol de Santurtzi, cerca de la autopista A-8.	En el polígono industrial El Árbol hay un total de 27 empresas.	1
6	berridazketa	prem10	El Centro Empresarial de Santurtzi está ubicado en el parque industrial El Árbol de Santurtzi, cerca de la autopista A-8.	El Centro Empresarial Santurtzi está en Portugalete, aunque por el nombre no lo parezca.	2
6	berridazketa	prem11	Ballerina es una de las más grandes coproducciones de animación realizadas en Europa en los últimos tiempos.	"La película de animación ""Ballerina"" está hecha en Europa."	0
6	berridazketa	prem11	Ballerina es una de las más grandes coproducciones de animación realizadas en Europa en los últimos tiempos.	La protagonista de la película es una chica.	1
6	berridazketa	prem11	Ballerina es una de las más grandes coproducciones de animación realizadas en Europa en los últimos tiempos.	"Aunque fue hecha en los Estados Unidos de América, la historia de ""Ballerina"" se sitúa en Europa."	2
6	berridazketa	prem12	Es verdad, que probablemente se entienden mejor varios pasajes después de haber leído el libro.	Han modificado algunos pasajes del libro que eran de terror.	1
6	berridazketa	prem12	Es verdad, que probablemente se entienden mejor varios pasajes después de haber leído el libro.	Algunos pasajes son más difíciles de entender sin haber leído el libro.	0
6	berridazketa	prem12	Es verdad, que probablemente se entienden mejor varios pasajes después de haber leído el libro.	No tiene ningún efecto no haber leído el libro.	2
6	berridazketa	prem13	Mientras Miren fumaba junto a la ventana de casa, Lucia se le acercó y, delante de su marido, empezó a tocarlo.	Mientras Miren estaba junto a la ventana de casa, Lucia empezó a tocarla.	0
6	berridazketa	prem13	Mientras Miren fumaba junto a la ventana de casa, Lucia se le acercó y, delante de su marido, empezó a tocarlo.	Cuando llegó Lucía no se atrevió a acercarse a Miren, ya que su marido estaba presente.	2
6	berridazketa	prem13	Mientras Miren fumaba junto a la ventana de casa, Lucia se le acercó y, delante de su marido, empezó a tocarlo.	El marido de Miren estaba viendo la televisión cuando llegó Lucia.	1
6	berridazketa	prem14	"Este otoño empezará su tercer año en el programa de radio ""Sukalde dema"" de Radio Euskadi."	Los concursos de cocina llevan más de un año en Radio Euskadi.	0
6	berridazketa	prem14	"Este otoño empezará su tercer año en el programa de radio ""Sukalde dema"" de Radio Euskadi."	Los presentadores del concurso de cocina cambiaron después del primer año.	1
6	berridazketa	prem14	"Este otoño empezará su tercer año en el programa de radio ""Sukalde dema"" de Radio Euskadi."	"El programa ""Desafío de cocina"" solo duró un año en radio euskadi."	2
6	berridazketa	prem15	Además, el parte policial no está ni en euskera ni en euskera-castellano.	No tienen el parte de accidente en euskera.	0
6	berridazketa	prem15	Además, el parte policial no está ni en euskera ni en euskera-castellano.	Tuvo un accidente en el coche rojo hace dos semanas.	1
6	berridazketa	prem15	Además, el parte policial no está ni en euskera ni en euskera-castellano.	Me han dicho que tienen un parte de accidente que está completamente en euskera.	2
6	berridazketa	prem16	En España, más de la mitad de los matrimonios terminan en divorcio.	Menos de la mitad son los que se separan después de casarse.	2
6	berridazketa	prem16	En España, más de la mitad de los matrimonios terminan en divorcio.	Cada vez son menos los que se casan por la iglesia en el estado español.	1
6	berridazketa	prem16	En España, más de la mitad de los matrimonios terminan en divorcio.	Más de la mitad de los matrimonios se divorcia en España.	0
6	berridazketa	prem17	Un pueblo que no se imagina no puede existir.	Ayer vimos un pueblo que no se imagina.	2
6	berridazketa	prem17	Un pueblo que no se imagina no puede existir.	Todos los pueblos que existen pueden ser imaginados.	0
6	berridazketa	prem17	Un pueblo que no se imagina no puede existir.	Hay algunos pueblos que tienen todas las casas blancas.	1
6	berridazketa	prem18	En los últimos días hemos conocido las denuncias en fiscalía en contra 48 personas por trabajar en el ámbito de los presos políticos vascos, algunas de ellas superiores a 20 años.	La fiscalía ha solicitado penas para varias personas.	0
6	berridazketa	prem18	En los últimos días hemos conocido las denuncias en fiscalía en contra 48 personas por trabajar en el ámbito de los presos políticos vascos, algunas de ellas superiores a 20 años.	La mayoría de los que trabajan en el tema de los presos políticos son guipuzcoanos.	1
6	berridazketa	prem18	En los últimos días hemos conocido las denuncias en fiscalía en contra 48 personas por trabajar en el ámbito de los presos políticos vascos, algunas de ellas superiores a 20 años.	La Fiscalía ha dado el visto bueno a la labor que realizan quienes trabajan en el tema de los presos políticos.	2
6	berridazketa	prem19	Hasta ahora, debido al bajo nivel de euskera, la nota general para la selección dejaba fuera a muchos de los estudiantes locales.	El año pasado se registraron las notas más bajas de la historia en los exámenes de selectividad.	1
6	berridazketa	prem19	Hasta ahora, debido al bajo nivel de euskera, la nota general para la selección dejaba fuera a muchos de los estudiantes locales.	El nivel de idioma influía en la nota general de selectividad.	0
6	berridazketa	prem19	Hasta ahora, debido al bajo nivel de euskera, la nota general para la selección dejaba fuera a muchos de los estudiantes locales.	El nivel de euskera no tenía importancia en la nota de selectividad.	2
6	berridazketa	prem20	Mi amigo dice que, aunque haya viajado casí por todo el mundo, el día que enferme regresará inmediatamente al País Vasco.	El amigo no nació en el País Vasco.	1
6	berridazketa	prem20	Mi amigo dice que, aunque haya viajado casí por todo el mundo, el día que enferme regresará inmediatamente al País Vasco.	El amigo anda por el mundo.	0
6	berridazketa	prem20	Mi amigo dice que, aunque haya viajado casí por todo el mundo, el día que enferme regresará inmediatamente al País Vasco.	El amigo dice que tiene la intención de viajar por el mundo para siempre.	2
6	berridazketa	prem21	Después de 40 años, la película 'Alien, el octavo pasajero' no pasa de moda.	La película 'Alien, el octavo pasajero' se realizó hace más de cuatro décadas.	0
6	berridazketa	prem21	Después de 40 años, la película 'Alien, el octavo pasajero' no pasa de moda.	La película 'Alien, el octavo pasajero' no recibió críticas especialmente buenas en un principio.	1
6	berridazketa	prem21	Después de 40 años, la película 'Alien, el octavo pasajero' no pasa de moda.	La película 'Alien, el octavo pasajero' se estrenará próximamente.	2
6	berridazketa	prem22	Nuestro trabajo muchas veces puede ser muy difícil, muy duro y muy canasado, y necesitamos recurrir al humor de vez en cuando.	Tenemos buena relación entre compañeros de trabajo, aunque a veces también tenemos algunos desacuerdos.	1
6	berridazketa	prem22	Nuestro trabajo muchas veces puede ser muy difícil, muy duro y muy canasado, y necesitamos recurrir al humor de vez en cuando.	Nuestro trabajo suele ser duro más de una vez.	0
6	berridazketa	prem22	Nuestro trabajo muchas veces puede ser muy difícil, muy duro y muy canasado, y necesitamos recurrir al humor de vez en cuando.	Siempre tenemos que estar muy serios en el trabajo.	2
6	berridazketa	prem23	Es cierto que cualquier persona que se acerque a un hospital público encontrará algún fallo y motivos para enfadarse.	Hay errores en el sistema de salud público.	0
6	berridazketa	prem23	Es cierto que cualquier persona que se acerque a un hospital público encontrará algún fallo y motivos para enfadarse.	Los médicos del sistema público de salud están enfadados con las medidas adoptadas.	1
6	berridazketa	prem23	Es cierto que cualquier persona que se acerque a un hospital público encontrará algún fallo y motivos para enfadarse.	Se puede decir que el sistema de salud público de aquí es perfecto.	2
6	berridazketa	prem24	Por lo tanto, la directiva barrial no resulta atractiva para la gente joven.	La mayoría de la gente que se acerca a la asociación vecinal es adulta.	0
6	berridazketa	prem24	Por lo tanto, la directiva barrial no resulta atractiva para la gente joven.	La asociación vecinal cumplió veinte años el año pasado.	1
6	berridazketa	prem24	Por lo tanto, la directiva barrial no resulta atractiva para la gente joven.	Últimamente hay muchos jóvenes participando en la asociación vecinal.	2
6	berridazketa	prem25	El premio creado por el municipio, el premio Antton Abbadie, ha sido un merecido reconocimiento.	Merecía recibir el premio Antton Abbadie.	0
6	berridazketa	prem25	El premio creado por el municipio, el premio Antton Abbadie, ha sido un merecido reconocimiento.	Además del premio Antton Abbadie, ha recibido otros también.	1
6	berridazketa	prem25	El premio creado por el municipio, el premio Antton Abbadie, ha sido un merecido reconocimiento.	Le otorgaron el premio Antton Abbadie a la Diputación Foral.	2
6	berridazketa	prem26	Este libro recoge sus declaraciones y los detalles de su forma de hablar.	Lo que ellos indicaron ha quedado recogido en el libro.	0
6	berridazketa	prem26	Este libro recoge sus declaraciones y los detalles de su forma de hablar.	La persona que ha escrito el libro es famosa.	1
6	berridazketa	prem26	Este libro recoge sus declaraciones y los detalles de su forma de hablar.	Hay muy poco en el libro sobre el lenguaje.	2
6	berridazketa	prem27	Será interesante comparar los nuevos edificios con las fotografías tomadas allí.	Se han sacado las fotos allí.	0
6	berridazketa	prem27	Será interesante comparar los nuevos edificios con las fotografías tomadas allí.	La construcción del futuro será mejor.	1
6	berridazketa	prem27	Será interesante comparar los nuevos edificios con las fotografías tomadas allí.	Es aburrido estar comparando construcciones.	2
6	berridazketa	prem28	El frontón cuenta con 65 asientos para personas con discapacidad motriz, y el Trinquete con 16.	El frontón tiene más asientos para personas con movilidad reducida que el Trinquete.	0
6	berridazketa	prem28	El frontón cuenta con 65 asientos para personas con discapacidad motriz, y el Trinquete con 16.	Suele ir más gente al Frontón a ver partidos que al Trinquete.	1
6	berridazketa	prem28	El frontón cuenta con 65 asientos para personas con discapacidad motriz, y el Trinquete con 16.	El Trinquet tiene al menos tantos asientos como el Frontón para personas con movilidad reducida.	2
6	berridazketa	prem29	He realizado una visita guiada al Acuario de San Sebastián en octubre.	Estuve en San Sebastián en octubre.	0
6	berridazketa	prem29	He realizado una visita guiada al Acuario de San Sebastián en octubre.	He estado en el acuario tres veces en total.	1
6	berridazketa	prem29	He realizado una visita guiada al Acuario de San Sebastián en octubre.	He estado sin ir al Acuario durante todo el otoño.	2
6	berridazketa	prem30	Sin embargo, estamos inmersos en pleno cambio y, entre otras cosas, también estamos trabajando en la revisión de los criterios lingüísticos.	Entre otras cosas, estamos revisando los criterios lingüísticos.	0
6	berridazketa	prem30	Sin embargo, estamos inmersos en pleno cambio y, entre otras cosas, también estamos trabajando en la revisión de los criterios lingüísticos.	El objetivo principal del cambio es facilitar la oportunidad de aprender más idiomas.	1
6	berridazketa	prem30	Sin embargo, estamos inmersos en pleno cambio y, entre otras cosas, también estamos trabajando en la revisión de los criterios lingüísticos.	Parecía que teníamos intención de hacer algunos cambios, pero al final hemos decidido seguir igual.	2
6	berridazketa	prem31	Las leyendas más interesantes que gobiernan nuestros cerebros han nacido en la oscuridad.	Las historias más interesantes de nuestro cerebro nacen en la oscuridad.	0
6	berridazketa	prem31	Las leyendas más interesantes que gobiernan nuestros cerebros han nacido en la oscuridad.	No podemos saber de dónde vienen todas las leyendas interesantes.	1
6	berridazketa	prem31	Las leyendas más interesantes que gobiernan nuestros cerebros han nacido en la oscuridad.	Todas las historias interesantes de nuestro cerebro nacen en la luz.	2
6	berridazketa	prem32	El primer día nos encontramos con tres grupos; solo uno era en euskera.	Un tercio de los grupos que se encontraron el primer día eran en euskera.	0
6	berridazketa	prem32	El primer día nos encontramos con tres grupos; solo uno era en euskera.	Los grupos del primer día eran muy heterogéneos, había gente de diferentes edades y culturas.	1
6	berridazketa	prem32	El primer día nos encontramos con tres grupos; solo uno era en euskera.	La mayoría de los grupos encontrados el primer día eran en euskera.	2
6	berridazketa	prem33	Muchos niños van a clases de castellano en San Sebastián.	En San Sebastián muchos padres llevan a sus hijos a cursos de castellano.	0
6	berridazketa	prem33	Muchos niños van a clases de castellano en San Sebastián.	Los cursos infantiles en San Sebastián son por las tardes.	1
6	berridazketa	prem33	Muchos niños van a clases de castellano en San Sebastián.	Los cursos de castellano en San Sebastián están vacíos.	2
6	berridazketa	prem34	Para recuperar el boleto, debes acceder a tu perfil en la la página web.	Puede recuperar el billete de viaje accediendo a su expediente en la sede electrónica.	0
6	berridazketa	prem34	Para recuperar el boleto, debes acceder a tu perfil en la la página web.	Accede a tu expediente en la sede electrónica y recuperarás el billete de viaje en el plazo de una semana.	1
6	berridazketa	prem34	Para recuperar el boleto, debes acceder a tu perfil en la la página web.	Es suficiente llamar por teléfono para recuperar el billete de viaje.	2
6	berridazketa	prem35	El curso le ha hecho bien para ganar destreza con el equilibrio y los saltos.	Gracias al curso ha mejorado su equilibrio y ha ganado destreza con los saltos.	0
6	berridazketa	prem35	El curso le ha hecho bien para ganar destreza con el equilibrio y los saltos.	Gracias al curso ha mejorado mucho su elasticidad.	1
6	berridazketa	prem35	El curso le ha hecho bien para ganar destreza con el equilibrio y los saltos.	No le ha servido de nada hacer el curso.	2
6	berridazketa	prem36	Cerca de los 60 años ambos, hemos empezado a fijarnos en cosas que hasta ahora nos resultaban indiferentes, en la salud, en los amigos que mueren cada vez con más frecuencia.	Entre los dos tenemos menos de 61 años.	0
6	berridazketa	prem36	Cerca de los 60 años ambos, hemos empezado a fijarnos en cosas que hasta ahora nos resultaban indiferentes, en la salud, en los amigos que mueren cada vez con más frecuencia.	A las puertas de los 60 años es mejor no fijarse en el pasado.	1
6	berridazketa	prem36	Cerca de los 60 años ambos, hemos empezado a fijarnos en cosas que hasta ahora nos resultaban indiferentes, en la salud, en los amigos que mueren cada vez con más frecuencia.	El envejecimiento no ha cambiado nuestra perspectiva sobre la salud y la muerte.	2
6	berridazketa	prem37	Inmediatamente después del sorteo, se adjudican los puestos.	Las plazas se asignan por sorteo.	0
6	berridazketa	prem37	Inmediatamente después del sorteo, se adjudican los puestos.	El sorteo para la adjudicación de plazas se realiza informáticamente.	1
6	berridazketa	prem37	Inmediatamente después del sorteo, se adjudican los puestos.	Las plazas se adjudican dos semanas después del sorteo.	2
6	berridazketa	prem38	El evento del sábado fue agradable.	El evento del sábado fue agradable.	0
6	berridazketa	prem38	El evento del sábado fue agradable.	Vi el evento del sábado desde casa.	1
6	berridazketa	prem38	El evento del sábado fue agradable.	El evento del sábado no fue de mi agrado, le faltó contundencia.	2
6	berridazketa	prem39	El amor romántico es una forma para garantizar la supervivencia del patriarcado.	El amor romántico se utiliza para que el sistema patriarcal sobreviva.	0
6	berridazketa	prem39	El amor romántico es una forma para garantizar la supervivencia del patriarcado.	Existen varios dispositivos para que el sistema patriarcal sobreviva.	1
6	berridazketa	prem39	El amor romántico es una forma para garantizar la supervivencia del patriarcado.	El sistema patriarcal es un dispositivo para garantizar la supervivencia del amor romántico.	2
6	berridazketa	prem40	Tenía 46 años y una muerte repentina se lo llevó con el creador.	Murió repentinamente a los 46 años.	0
6	berridazketa	prem40	Tenía 46 años y una muerte repentina se lo llevó con el creador.	Tuvo una vida feliz.	1
6	berridazketa	prem40	Tenía 46 años y una muerte repentina se lo llevó con el creador.	Murió de una larga enfermedad.	2
6	berridazketa	prem41	El programa Zinema Euskaraz tradujo 15 películas al euskera el año pasado, y 2017 también ha comenzado con buen ritmo.	El programa Cine en Euskera dobla películas al euskera.	0
6	berridazketa	prem41	El programa Zinema Euskaraz tradujo 15 películas al euskera el año pasado, y 2017 también ha comenzado con buen ritmo.	Todos los doblajes realizados por el programa Cine en Euskera han sido del castellano al euskera.	1
6	berridazketa	prem41	El programa Zinema Euskaraz tradujo 15 películas al euskera el año pasado, y 2017 también ha comenzado con buen ritmo.	Parece que el programa Cine en Euskera también doblará muy pocas películas en 2017.	2
6	berridazketa	prem42	La semana pasada los consultorios gratuitos de Bilbao cumplieron cuatro años.	La Oficina de Ocupación de Bilbao celebró su cuarto aniversario.	0
6	berridazketa	prem42	La semana pasada los consultorios gratuitos de Bilbao cumplieron cuatro años.	La Oficina de Empleo de Bilbao contratará nuevos trabajadores el próximo mes.	1
6	berridazketa	prem42	La semana pasada los consultorios gratuitos de Bilbao cumplieron cuatro años.	Han pasado dos años desde que cerró la Oficina de Ocupación de Bilbao.	2
6	berridazketa	prem43	La oferta cultural en Getaria se ha multiplicado desde que yo vivía allí.	En Getaria hay cada vez más oferta cultural.	0
6	berridazketa	prem43	La oferta cultural en Getaria se ha multiplicado desde que yo vivía allí.	Una cuarta parte de la oferta cultural de Getaria es teatro.	1
6	berridazketa	prem43	La oferta cultural en Getaria se ha multiplicado desde que yo vivía allí.	Antes en Getaria, cuando no vivía allí, había una mayor oferta cultural.	2
6	berridazketa	prem44	Además de presentarlo a mano, también se presentarán en formato digital, siempre que sea posible.	Se presentarán únicamente en formato digital.	2
6	berridazketa	prem44	Además de presentarlo a mano, también se presentarán en formato digital, siempre que sea posible.	Se presentarán en papel y en formato digital.	0
6	berridazketa	prem44	Además de presentarlo a mano, también se presentarán en formato digital, siempre que sea posible.	Se presentarán en papel la semana que viene.	1
6	berridazketa	prem45	A pesar de ser un dotado diseñador e ilustrador de libros, su contribución al mundo del cómic no ha sido menor.	La colección de cómics que acaba de publicar ha tenido un gran éxito entre los menores.	1
6	berridazketa	prem45	A pesar de ser un dotado diseñador e ilustrador de libros, su contribución al mundo del cómic no ha sido menor.	Es dibujante de cómics y a veces hace ilustraciones.	2
6	berridazketa	prem45	A pesar de ser un dotado diseñador e ilustrador de libros, su contribución al mundo del cómic no ha sido menor.	También ha hecho una gran contribución al mundo del cómic.	0
6	berridazketa	prem46	El Funicular de Artxanda, S.A. es compañia que pertenece íntegramente al Ayuntamiento de Bilbao.	El Ayuntamiento de Bilbao es el propietario del Funicular de Artxanda.	0
6	berridazketa	prem46	El Funicular de Artxanda, S.A. es compañia que pertenece íntegramente al Ayuntamiento de Bilbao.	El Ayuntamiento de Bilbao tiene alguna participación en el Funicular de Artxanda.	2
6	berridazketa	prem46	El Funicular de Artxanda, S.A. es compañia que pertenece íntegramente al Ayuntamiento de Bilbao.	El presupuesto de explotación del Ayuntamiento de Bilbao recoge los derivados de todas las actividades que realiza la sociedad mercantil.	1
6	berridazketa	prem47	En la costa de Guipúzcoa existierón muchas ballenas en una época, pero el historiador Xabier Alberdi menciona 4 ballenas conocidas en una entrevista realizada en Radio Euskadi.	Xabier Alberdi ha mencionado que las ballenas que vivían en la costa de Gipuzkoa también vivían en otras costas.	1
6	berridazketa	prem47	En la costa de Guipúzcoa existierón muchas ballenas en una época, pero el historiador Xabier Alberdi menciona 4 ballenas conocidas en una entrevista realizada en Radio Euskadi.	Xabier Alberdi es historiador y conoce bien las ballenas de los mares de la zona.	0
6	berridazketa	prem47	En la costa de Guipúzcoa existierón muchas ballenas en una época, pero el historiador Xabier Alberdi menciona 4 ballenas conocidas en una entrevista realizada en Radio Euskadi.	Xabier Alberdi, en una entrevista en Radio Euskadi, menciona que nunca ha habido ballenas en la costa de Gipuzkoa.	2
6	berridazketa	prem48	Regresamos al monte Ulia después de mucho tiempo.	Hace años que no hemos estado en la montaña.	2
6	berridazketa	prem48	Regresamos al monte Ulia después de mucho tiempo.	No hace mucho que no íbamos al monte Ulia.	0
6	berridazketa	prem48	Regresamos al monte Ulia después de mucho tiempo.	El monte Ulía nos ha parecido muy bonito.	1
6	berridazketa	prem49	El edificio principal para empresas que prestann servicios tiene 19 módulos.	El edificio principal para empresas de servicios cuenta con 19 módulos y tres pisos.	1
6	berridazketa	prem49	El edificio principal para empresas que prestann servicios tiene 19 módulos.	El edificio principal para empresas de servicios puede tener módulos, pero no es obligatorio.	2
6	berridazketa	prem49	El edificio principal para empresas que prestann servicios tiene 19 módulos.	El edificio principal para empresas de servicios está compuesto por 19 módulos.	0
6	berridazketa	prem50	La Unión Europea está implementando una ordenanza llamada Uspace para crear espacios aéreos autorizados para drones.	Las ordenanzas Uspace crearán zonas aéreas autorizadas para drones automatizados.	0
6	berridazketa	prem50	La Unión Europea está implementando una ordenanza llamada Uspace para crear espacios aéreos autorizados para drones.	Una ordenanza que prohibirá los drones aéreos automatizados en la Unión Europea entrará en vigor próximamente.	2
6	berridazketa	prem50	La Unión Europea está implementando una ordenanza llamada Uspace para crear espacios aéreos autorizados para drones.	La ordenanza Uspace entrará en vigor en 2030.	1
1	berridazketa	prem51	El aterrizaje en Dublín fue muy incómodo, el avión se movía mucho de un lado a otro.	Los pasajeros empezaron a gritar de miedo durante el aterrizaje forzoso.	1
1	berridazketa	prem51	El aterrizaje en Dublín fue muy incómodo, el avión se movía mucho de un lado a otro.	El aterrizaje en Dublín ha sido muy incómodo, el avión se ha movido mucho, de un lado a otro.	0
1	berridazketa	prem51	El aterrizaje en Dublín fue muy incómodo, el avión se movía mucho de un lado a otro.	Los aterrizajes en Dublín siempre son muy tranquilos, sin turbulencias.	2
5	dialectal	prem52	E sabío que Josan Goicoechea mantuvo una estrecha relación con Javier Lete, ehpecialmente durante lo ultimo año de su vida	Xabier Lete y Joxan Goikoetxea tuvieron su mayor relación durante la juventud.	2
5	dialectal	prem52	E sabío que Josan Goicoechea mantuvo una estrecha relación con Javier Lete, ehpecialmente durante lo ultimo año de su vida	Xabier Lete y Joxan Goikoetxea tuvieron una gran relación.	0
5	dialectal	prem52	E sabío que Josan Goicoechea mantuvo una estrecha relación con Javier Lete, ehpecialmente durante lo ultimo año de su vida	Xabier Lete y Joxan Goikoetxea son de la misma edad.	1
1	berridazketa	prem53	"El teatro Arriaga de Bilbao presentó la obra ""Tiempos Difíciles"", basada en uno de los grandes clásicos del dramaturgo noruego Henrik Ibsen."	La obra de teatro Tiempos Míseros presentada por el teatro Arriaga de Bilbao es espectacular.	1
1	berridazketa	prem53	"El teatro Arriaga de Bilbao presentó la obra ""Tiempos Difíciles"", basada en uno de los grandes clásicos del dramaturgo noruego Henrik Ibsen."	"La obra de teatro ""Tiempos Mezquinos"" que presentará el teatro Arriaga de Bilbao está basada en uno de los grandes clásicos del dramaturgo noruego Henrik Ibsen."	2
1	berridazketa	prem53	"El teatro Arriaga de Bilbao presentó la obra ""Tiempos Difíciles"", basada en uno de los grandes clásicos del dramaturgo noruego Henrik Ibsen."	"La obra de teatro ""Tiempos Difíciles"" está basada en uno de los grandes clásicos del dramaturgo noruego Henrik Ibsen."	0
5	dialectal	prem54	El sábado, 31 dohtubre, recibimo una invitación pa ir a ve una película del Festival de Cine de Terror	Nos invitaron a ver una película del Festival de Cine de Terror.	0
5	dialectal	prem54	El sábado, 31 dohtubre, recibimo una invitación pa ir a ve una película del Festival de Cine de Terror	Le invitamos a ver una película del Festival de Cine de Terror.	2
5	dialectal	prem54	El sábado, 31 dohtubre, recibimo una invitación pa ir a ve una película del Festival de Cine de Terror	El sábado vimos dos películas del Festival de Cine de Terror.	1
5	dialectal	prem55	"Adarretatic e un festiva recién creao en Zarau que busca hacerse un hueco entre los festivale musicale de verano y tiene como ojetivo ""llevar lah música periférica al centro""."	El festival Adarretatik congregó a una multitud en las calles de Zarautz.	1
5	dialectal	prem55	"Adarretatic e un festiva recién creao en Zarau que busca hacerse un hueco entre los festivale musicale de verano y tiene como ojetivo ""llevar lah música periférica al centro""."	Han creado un nuevo festival de música de verano en Zarautz que visibiliza la música alternativa: Adarretatik.	0
5	dialectal	prem55	"Adarretatic e un festiva recién creao en Zarau que busca hacerse un hueco entre los festivale musicale de verano y tiene como ojetivo ""llevar lah música periférica al centro""."	"El festival de música de verano Adarretatik de Zarautz lleva años trabajando para ""traer las músicas periféricas al centro""."	2
5	dialectal	prem56	La asociacione europea han denunciao firmemente el caso contra Goioaga.	La asociación europea ha denunciado duramente los casos contra Goioaga.	2
5	dialectal	prem56	La asociacione europea han denunciao firmemente el caso contra Goioaga.	Las asociaciones europeas no están de acuerdo con el proceso contra Goioaga.	0
5	dialectal	prem56	La asociacione europea han denunciao firmemente el caso contra Goioaga.	El caso contra Goioaga ha tenido numerosas denuncias.	1
